row_id,movie_id,country_id,statement_id
movie_countries_0,Q1000210,Q40,Q1000210-B7017442-F86B-421F-ABB0-94B10178AE73
movie_countries_1,Q10005695,Q668,Q10005695-6952ce07-41f0-15f6-94dc-717b461c7440
movie_countries_2,Q1000825,Q869,Q1000825-99C0F931-7E40-41A0-AD3A-D214546283FC
movie_countries_3,Q1001400,Q30,Q1001400-8a5d5df0-47ee-d214-a2db-70f90bfabdee
movie_countries_4,Q100145860,Q213,Q100145860-595DC3D3-509E-476B-A6E0-17524AC1C7A9
movie_countries_5,Q100145860,Q214,Q100145860-E455E2C5-6245-4C40-BEE7-A9E168A20CB9
movie_countries_6,Q100146136,Q30,Q100146136-fcdd1ebe-45bb-97c5-2bbb-3e537c5c68cd
movie_countries_7,Q100148067,Q1033,Q100148067-cbc85ba7-4f7e-fe7f-6b90-788961fc9759
movie_countries_8,Q100148075,Q1033,Q100148075-4950832e-49e4-c78e-dccb-4d9ad4df2f7a
movie_countries_9,Q100148079,Q1033,Q100148079-3023f292-47dd-e7d5-316f-062b7f040931
movie_countries_10,Q100148104,Q1033,Q100148104-9909c595-4b28-97af-ca4f-db8cb23bdbd1
movie_countries_11,Q100156260,Q38,Q100156260-a5047173-46c0-564e-abbe-f14fd51ccb36
movie_countries_12,Q1001863,Q414,Q1001863-E00CCA3C-6785-48AB-93CD-69DD8F19E8AD
movie_countries_13,Q1002100,Q30,Q1002100-8E4EAADF-1BFF-479A-B455-6A94B48D1FC6
movie_countries_14,Q1002100,Q38,Q1002100-B096A875-801C-4FE0-9F4E-87D0B4CFC655
movie_countries_15,Q1002251,Q183,Q1002251-86E4CBC7-413B-47F6-9FB5-2ECBD4B06665
movie_countries_16,Q1002251,Q30,Q1002251-2BAE9A95-A350-4F76-8D2E-8DF6CE91C261
movie_countries_17,Q100227242,Q142,Q100227242-56c64273-4d71-a1f2-bed8-7781e4eabca8
movie_countries_18,Q100227242,Q183,Q100227242-DADC6921-8A9F-4216-8BEB-BFAA1D5C8076
movie_countries_19,Q100227242,Q29,Q100227242-bba0d146-471b-97ab-803d-33adf302d383
movie_countries_20,Q100232971,Q40,Q100232971-f9897d00-4b87-805c-7a3c-29b2ec529a7e
movie_countries_21,Q1002495,Q16,Q1002495-F960FDA1-3DA2-485E-A9FF-93ED40675FDC
movie_countries_22,Q100249779,Q30,Q100249779-ae82d974-4c1f-b56f-fc09-81cd980e872a
movie_countries_23,Q100249839,Q145,Q100249839-02b44b38-47ad-c056-20e0-4442a5c52552
movie_countries_24,Q100252108,Q155,Q100252108-5020ED88-4D3A-42FE-A10E-623AE82D31BC
movie_countries_25,Q100255139,Q1033,Q100255139-6e6f9a6f-40a4-b21c-0b0a-fdd927ffc79f
movie_countries_26,Q100255219,Q1033,Q100255219-c8c598f1-420d-9212-490c-3f04881a5542
movie_countries_27,Q100255627,Q20,Q100255627-d92e967e-4ad2-fd80-37e4-e4681a5bf3ec
movie_countries_28,Q100255627,Q218,Q100255627-2889269e-475e-ba14-4f11-98ca11c57a88
movie_countries_29,Q100255759,Q77,Q100255759-c85eb486-47d7-16ea-b94d-d681a139ba69
movie_countries_30,Q100257336,Q159,Q100257336-8f1accab-4979-8cae-1a4d-041d62cd7524
movie_countries_31,Q100257527,Q34,Q100257527-d803adfc-4d35-ecee-837d-cb368b99446e
movie_countries_32,Q100261459,Q79,Q100261459-bcfceb56-4dd7-2133-d581-9ea41776c946
movie_countries_33,Q100263944,Q16,Q100263944-518f8f6a-4a03-fc0e-27a7-a011eede62a6
movie_countries_34,Q100263944,Q30,Q100263944-79bb99a0-42de-7d78-1877-cc43335a9f1a
movie_countries_35,Q100265988,Q30,Q100265988-f83c8039-41a2-e48f-0267-3372298d5ff2
movie_countries_36,Q100269546,Q142,Q100269546-e603f47d-4210-7230-5e92-34e4af3f5307
movie_countries_37,Q100271118,Q668,Q100271118-03901984-42ec-4d7a-ad7e-3b736f8747a5
movie_countries_38,Q100275068,Q142,Q100275068-f2f3472c-4656-1737-462a-ff2ce9871102
movie_countries_39,Q100276888,Q142,Q100276888-c276529b-4e3e-313a-6304-11bb0d36353e
movie_countries_40,Q100276888,Q31,Q100276888-2b5cade3-4ca5-6a25-9e1b-a61c96fb68e8
movie_countries_41,Q100300781,Q1033,Q100300781-23f91058-4f51-2845-637e-3ee03cbb4e08
movie_countries_42,Q1003106,Q8646,Q1003106-B12BFBF9-CB2E-4225-9044-2D3E0B2894B1
movie_countries_43,Q1003135,Q148,Q1003135-7A19AE07-92C8-4DAC-8BB4-FD40C1F305E8
movie_countries_44,Q1003220,Q183,Q1003220-A46F9287-F2B2-4613-A54A-5533144CBE43
movie_countries_45,Q100323656,Q183,Q100323656-46808A4C-EA62-4492-AD2B-A6DE4F190D75
movie_countries_46,Q100324181,Q142,Q100324181-ad783380-411b-7c29-a361-ad47a3a804f5
movie_countries_47,Q100324181,Q16,Q100324181-fe563de7-4669-7599-295b-de3261dba883
movie_countries_48,Q1003411,Q30,Q1003411-38E10B4B-4A8F-4011-B315-D984D9BE043B
movie_countries_49,Q100349419,Q142,Q100349419-b0438d55-4621-f057-e56c-4728950af778
movie_countries_50,Q100349419,Q183,Q100349419-D9B766AC-9D7D-4EEA-ADD1-41797A18E2A7
movie_countries_51,Q100361125,Q30,Q100361125-6D077A5E-92BB-4A22-B215-1A81CD33C2AC
movie_countries_52,Q100361125,Q408,Q100361125-ba7bd415-4517-74c5-ef63-13b0554ac4a2
movie_countries_53,Q100361355,Q408,Q100361355-8EF327E9-F2E3-4621-AB1D-08AA687A22EA
movie_countries_54,Q100361490,Q30,Q100361490-9d82e642-4d9a-7d4a-5e61-b808a9242e36
movie_countries_55,Q10037462,Q155,Q10037462-68742455-E9FB-4356-AC65-79995D4CA15C
movie_countries_56,Q100376481,Q16,Q100376481-9F33125C-AA93-47D0-84B9-E4AB392B6AED
movie_countries_57,Q100376481,Q258,Q100376481-D5AA01A1-4764-41A3-B462-F5AE34311F9E
movie_countries_58,Q100376481,Q29,Q100376481-D4648682-72DC-4835-919A-5D79107FE329
movie_countries_59,Q100376481,Q30,Q100376481-C1BE0609-4F29-4B65-9612-402FD4FC2E2A
movie_countries_60,Q100376481,Q40,Q100376481-7CCBB3DE-091B-4C8D-A4F2-0ED960DF7D86
movie_countries_61,Q100377303,Q884,Q100377303-46B3C239-7411-41D6-B9C3-0850EAD200B6
movie_countries_62,Q1003782,Q8646,Q1003782-E92A866A-D9B8-45BD-887B-59C511E712AC
movie_countries_63,Q1003845,Q30,Q1003845-D4AB1343-12FF-47DD-A531-0C993CE02707
movie_countries_64,Q100398223,Q30,Q100398223-718df529-4507-4643-1d9f-7e6fbd55d7c3
movie_countries_65,Q100401223,Q191,Q100401223-886dfa84-4ba5-7981-568e-3cf4894e4670
movie_countries_66,Q10041645,Q148,Q10041645-D972FFF0-73AA-4605-8F93-52A644B2F646
movie_countries_67,Q100422251,Q38,Q100422251-da2b0c95-4859-17ad-fac2-9415a65cfc7b
movie_countries_68,Q1004392,Q148,Q1004392-46409EB9-75F6-48C4-A925-282E492388B1
movie_countries_69,Q1004440,Q30,Q1004440-CDA8BE71-E6AB-4630-AD9A-1F101071B89A
movie_countries_70,Q100450069,Q183,Q100450069-03d1a876-435b-6cf6-d846-f9ddbf4967e4
movie_countries_71,Q100450102,Q1028,Q100450102-339ea41d-431c-a26a-a051-f2060eddf77c
movie_countries_72,Q100450102,Q142,Q100450102-644433e7-4677-a358-4f78-5485f6486426
movie_countries_73,Q100452749,Q30,Q100452749-005311A2-BD85-47BB-8CFA-A774F0A4F26A
movie_countries_74,Q1004657,Q142,Q1004657-3008A70D-3E1A-4B9C-BF36-BC0C30C96588
movie_countries_75,Q1004657,Q30,Q1004657-0D385B9C-8E99-472C-8367-7A2527531E4A
movie_countries_76,Q1004710,Q145,Q1004710-7C69C59F-97AB-4EBB-8E3B-AAA0419FE2FE
movie_countries_77,Q1004710,Q16,Q1004710-34C36F5F-8FD3-42B1-87EC-31D94A44BDB0
movie_countries_78,Q1004801,Q159,Q1004801-79A6E1B3-3366-4A59-926F-AEBDF9833149
movie_countries_79,Q100489991,Q159,Q100489991-83c85b7a-4795-7dba-3b78-aead296cc3d6
movie_countries_80,Q100490548,Q189,Q100490548-75592348-7700-42D1-A9E7-8358CAF30FD2
movie_countries_81,Q100490548,Q219060,Q100490548-2E28F1A9-08ED-4105-A8D3-B52FFF0E2E40
movie_countries_82,Q100490548,Q32,Q100490548-498E00FC-CA5F-48D2-A124-E792C96F7D6C
movie_countries_83,Q100506077,Q155,Q100506077-8e7b8110-4236-3bf4-1000-b2b2aafb9220
movie_countries_84,Q100532928,Q16,Q100532928-fd524db8-42dd-552d-4fdf-99d5c449f057
movie_countries_85,Q100535001,Q142,Q100535001-DEDCE37A-FA0B-4193-9D2C-D136F009176D
movie_countries_86,Q100535001,Q145,Q100535001-D1A4C7C6-27A7-4626-9BEA-5A315DB363FA
movie_countries_87,Q100535001,Q219,Q100535001-C3D06B72-BF92-4FB3-8DF0-DF5EFB002CE6
movie_countries_88,Q1005361,Q17,Q1005361-EEF2EB9B-8322-42DA-885C-BCF65E62302E
movie_countries_89,Q100550091,Q30,Q100550091-6080fb93-48ed-4034-9706-a927e86a7763
movie_countries_90,Q100557141,Q142,Q100557141-735f625f-4a5d-e342-0497-a360f06fcdda
movie_countries_91,Q100557141,Q183,Q100557141-40e6eff6-4ea8-f01e-becb-0fe5e8260887
movie_countries_92,Q100557141,Q27,Q100557141-2e878e1a-457d-3666-b687-69ad1cbca79e
movie_countries_93,Q100558146,Q142,Q100558146-192B4E63-C3E6-4AD8-8D75-C154128EBD5C
movie_countries_94,Q100558146,Q189,Q100558146-4551C60A-74BE-4F83-9BD4-78BD319754C2
movie_countries_95,Q100564447,Q183,Q100564447-EE542F1A-ABEB-4906-BCD6-2A663B8184D5
movie_countries_96,Q100564447,Q211,Q100564447-702F4BAB-93E8-4A49-A949-1FCFC7B23D65
movie_countries_97,Q100564447,Q37,Q100564447-79B8A3B6-983E-43BE-AD1B-E1A558DAAE54
movie_countries_98,Q100564447,Q41,Q100564447-F57DDFD2-FA5C-4C79-B84B-31870ED4D8EC
movie_countries_99,Q100573244,Q142,Q100573244-22185617-7FD7-4A1A-B51D-C67056C77BC0
movie_countries_100,Q100604555,Q34,Q100604555-2D963FAB-DBC3-47F4-A7FA-5BDC3B5A6948
movie_countries_101,Q100604559,Q1033,Q100604559-89778db1-4761-7bb3-2356-afbf775ccc76
movie_countries_102,Q100606376,Q30,Q100606376-d08aaf1e-40a8-03af-cacf-22e9c87b851c
movie_countries_103,Q100613366,Q145,Q100613366-22AA36B7-5774-4C4C-AF03-E6B55CF91850
movie_countries_104,Q100683417,Q884,Q100683417-22f62064-46a5-10f7-d0ea-f7af63594855
movie_countries_105,Q100693180,Q1028,Q100693180-76823DFD-8C07-4A76-8338-33146026493C
movie_countries_106,Q100699177,Q34,Q100699177-A5437F8D-AF2F-47B1-9BF7-0380952833E0
movie_countries_107,Q100699493,Q183,Q100699493-A8911CDC-9F40-4A51-ADB9-3428309AABD1
movie_countries_108,Q100700071,Q1033,Q100700071-727e76ff-4980-b39b-20d2-cc3492dca7e5
movie_countries_109,Q100701374,Q30,Q100701374-a732ce29-4072-d7d2-5c3c-d49f3ae609b3
movie_countries_110,Q100703600,Q664,Q100703600-72459BD5-1346-4DCA-989A-9B11BA4582B2
movie_countries_111,Q100704907,Q668,Q100704907-d51c96dd-4e3b-4225-cbea-b369e5f14992
movie_countries_112,Q100707295,Q142,Q100707295-a27f51ff-4dd8-b20e-f064-a17d5970f0ce
movie_countries_113,Q100707365,Q8646,Q100707365-7ff1c6f3-44e5-4d14-7a6a-b161cea6d78d
movie_countries_114,Q100708744,Q29,Q100708744-8e19ca45-4c69-d9c4-33ac-7da5d0bf8a4e
movie_countries_115,Q100716189,Q39,Q100716189-63c306ff-4185-1459-0413-cc7a0d6ab01f
movie_countries_116,Q100718095,Q30,Q100718095-64a7a8bd-4c0f-e3ed-afb9-73076a35221f
movie_countries_117,Q100718251,Q225,Q100718251-D3C2E1F6-F95E-464E-BF88-637A972F14B3
movie_countries_118,Q100719246,Q142,Q100719246-54A374E5-813D-4200-8862-DE6D3CA30EAD
movie_countries_119,Q100721048,Q37,Q100721048-58E1527A-3DE0-4630-B1A3-EA23424E6B11
movie_countries_120,Q100722067,Q142,Q100722067-56f36eb3-4c47-e996-be37-fa44674c1774
movie_countries_121,Q100724914,Q30,Q100724914-3511cba9-4f2f-c42a-d6e7-8a3e9e5ae15f
movie_countries_122,Q100724914,Q33,Q100724914-778db1d8-461e-0877-c91f-d236bded9c09
movie_countries_123,Q100736066,Q145,Q100736066-d97c4b64-4b93-6c1a-db4a-712489b5ebbf
movie_countries_124,Q100740616,Q1033,Q100740616-e3412c26-4be9-2a34-4ae2-a16f7482367f
movie_countries_125,Q100740657,Q183,Q100740657-649592c5-4fe6-aa36-2a0d-4f1bfb982abd
movie_countries_126,Q100744821,Q183,Q100744821-b623fb2d-417f-c364-0320-bc8d780b672d
movie_countries_127,Q100745823,Q29,Q100745823-d22b639b-4d20-a785-9a97-3aa1080ae5f5
movie_countries_128,Q100753217,Q183,Q100753217-a6688d37-431c-54f9-788c-1551acb4e45e
movie_countries_129,Q1007629,Q668,Q1007629-74105739-6EE6-41CE-B52C-DF9B95C7175D
movie_countries_130,Q100774045,Q142,Q100774045-f80e61c7-4dca-1858-3f7c-a84e14e9885d
movie_countries_131,Q100774045,Q31,Q100774045-3e409672-45c7-fe0e-13c5-55ab22dc41bd
movie_countries_132,Q100783666,Q183,Q100783666-4C74D3A3-E197-480B-9073-B7BCA824E4C6
movie_countries_133,Q100801718,Q30,Q100801718-81A89679-CE11-4C79-BBBF-74131641EBAB
movie_countries_134,Q100844812,Q8646,Q100844812-b0bd1a29-4455-77aa-c4a7-039e539ea01b
movie_countries_135,Q100859606,Q8646,Q100859606-1b81e003-4639-1e69-0770-10231c76abe8
movie_countries_136,Q1008785,Q43,Q1008785-F7CDD80F-3CF7-4729-9E0B-2ECE23F0A2D7
movie_countries_137,Q1008801,Q668,Q1008801-4C39A2DD-6C5C-4D9F-99DC-CB72E21BB189
movie_countries_138,Q100886621,Q17,Q100886621-c4c164e7-434c-3b0f-45e6-55cb59914f35
movie_countries_139,Q100889636,Q884,Q100889636-fef73386-4a4c-8a1c-74bb-1e0a26d374da
movie_countries_140,Q100930419,Q183,Q100930419-b44d0b1f-44e3-1df3-9389-a11d875cf578
movie_countries_141,Q100930419,Q38,Q100930419-370455b1-46dc-d00c-afd1-153097e38ed1
movie_countries_142,Q100930419,Q39,Q100930419-f977b2eb-431b-99c4-2e07-7b7d58868bb5
movie_countries_143,Q100931010,Q142,Q100931010-2b7d6ced-43c9-eb63-8b63-31e13e3c214a
movie_countries_144,Q100941289,Q38,Q100941289-9e1c5091-412a-11da-728d-6e3ff6f14d9a
movie_countries_145,Q100945934,Q884,Q100945934-54c71a05-47c7-d58c-e508-36bc7a98acb5
movie_countries_146,Q100967106,Q38,Q100967106-ef5a8251-402b-0f13-12f7-cd2899d4b530
movie_countries_147,Q100980095,Q224,Q100980095-590708bb-4eb4-1840-477c-d84449d8b7ca
movie_countries_148,Q100984113,Q183,Q100984113-087833e0-4b93-21ff-9951-81a170ae310b
movie_countries_149,Q101001358,Q145,Q101001358-9d0f4600-471a-5b03-8872-c4d4ce27d33a
movie_countries_150,Q101001959,Q30,Q101001959-fd1c7c61-4eff-1ad2-0d89-b56ff5764fc5
movie_countries_151,Q101002778,Q30,Q101002778-86A57599-AF79-48E6-A558-160DFDD1EE3D
movie_countries_152,Q101005247,Q40,Q101005247-4a6e0251-444a-26cd-574a-34eb2a5cb59a
movie_countries_153,Q1010058,Q668,Q1010058-6A8ED245-09E0-41AC-A890-D10AF3F16D1E
movie_countries_154,Q1010071,Q668,Q1010071-6FB067BA-F48C-49D6-B34B-D6357F108ECD
movie_countries_155,Q1010082,Q668,Q1010082-DF488EA8-896B-44BC-AB5E-F83BC1616AFC
movie_countries_156,Q1010099,Q30,Q1010099-47D6785B-E6BC-4E0A-8C1D-D79451A20DA5
movie_countries_157,Q1010104,Q668,Q1010104-D65EBE4C-2F8A-480D-93CA-316B0CD0CCDB
movie_countries_158,Q101010925,Q884,Q101010925-f33bf00f-4aad-7401-5844-603cf997e771
movie_countries_159,Q101030417,Q262,Q101030417-bff46ba9-4ce8-b913-a325-2c27a5a414dd
movie_countries_160,Q101033424,Q17,Q101033424-1850b3d3-4e6e-ca05-2489-0221894f0fab
movie_countries_161,Q101040730,Q29,Q101040730-5dca5cef-47f8-f289-9fd1-a7b41aca65e7
movie_countries_162,Q101046574,Q29,Q101046574-41BC8E82-50DA-4C3B-B50B-82DA4283AE79
movie_countries_163,Q101058798,Q34,Q101058798-BA2620A5-B4C8-4A7D-9002-80F9A0C232DD
movie_countries_164,Q101069738,Q145,Q101069738-59bda1e1-4496-f203-80cd-1f71ca97f5a5
movie_countries_165,Q101069738,Q183,Q101069738-7bb72ddf-4d98-6cf2-0f1b-6375e0006a4a
movie_countries_166,Q101069738,Q30,Q101069738-a4da51a4-4515-2e24-5ef1-b662ebeac6ed
movie_countries_167,Q101070072,Q29,Q101070072-bda96699-4ef4-9e54-c43f-e2378c9ae801
movie_countries_168,Q101072559,Q159,Q101072559-ccb1dd05-4df6-3ad4-fafc-f08a1e0ef3e4
movie_countries_169,Q101078012,Q27,Q101078012-8dc0e9ec-4040-5ef9-ac14-b991dcd3f9e4
movie_countries_170,Q101078012,Q36,Q101078012-a8fc14e5-4c60-d572-c4f3-8b45363ca469
movie_countries_171,Q101090249,Q183,Q101090249-13B6EE2F-D01C-4596-852C-586B16F466CE
movie_countries_172,Q101090249,Q218,Q101090249-1369D8AF-C55F-47E6-846B-D3A94BDA41BD
movie_countries_173,Q101090249,Q33,Q101090249-756203BD-450D-4AA4-B183-E92C05C704FF
movie_countries_174,Q101091534,Q28,Q101091534-16222384-42BA-42BC-A799-7A9E61C9AC4F
movie_countries_175,Q101091774,Q30,Q101091774-1D008970-ED00-4C4B-BA02-F28BBFC670B8
movie_countries_176,Q101093410,Q145,Q101093410-d61b52d1-4ebc-9b20-0bd4-fb2fc2d02174
movie_countries_177,Q101093410,Q30,Q101093410-cdf28d93-4906-c279-e8eb-a91d2d0b51cf
movie_countries_178,Q101094463,Q30,Q101094463-55fefa7a-474d-292d-0b16-2c2fbf294343
movie_countries_179,Q101098258,Q30,Q101098258-d53f3248-48f8-2bc7-f8b2-3f2116b8da20
movie_countries_180,Q101098258,Q668,Q101098258-f2adc900-42ce-3e31-8ac5-d9e6fefa852d
movie_countries_181,Q101112656,Q145,Q101112656-9645adbe-4b10-20a6-2c29-7358197e2ae7
movie_countries_182,Q101112656,Q30,Q101112656-e4a28013-4d2f-b634-e0cb-91dde618c9a3
movie_countries_183,Q101118878,Q30,Q101118878-6CAFCC45-EDEA-4DD3-A111-5E0637502E1E
movie_countries_184,Q101154409,Q30,Q101154409-2765a460-4780-00dd-2833-39536546d3a7
movie_countries_185,Q101157677,Q29,Q101157677-d23a81f6-419d-216f-1ef3-681499ca8506
movie_countries_186,Q101157677,Q96,Q101157677-995a1ccc-4e32-4767-af09-ac8a43c75052
movie_countries_187,Q101189470,Q30,Q101189470-05F27BDB-3097-4AEF-8745-A07B3FB882F5
movie_countries_188,Q101195419,Q252,Q101195419-2e86a0d8-4623-f446-dbaa-1acde1c11446
movie_countries_189,Q101201255,Q30,Q101201255-ef4d067f-4e7e-b903-c9f3-c74d2d8c0a23
movie_countries_190,Q101215825,Q16,Q101215825-1c66d2e5-46ca-02db-242a-fff24fc858e5
movie_countries_191,Q101229556,Q16,Q101229556-9dfd231f-4257-2041-6f00-fc00aeb6b1a9
movie_countries_192,Q101229556,Q30,Q101229556-0AFD1691-73CE-4B82-ACE3-E3029AED81D1
movie_countries_193,Q101235198,Q30,Q101235198-e41e7e38-4979-3174-9520-8d4993c1bb61
movie_countries_194,Q101237151,Q1033,Q101237151-744c67eb-4dd8-5863-bbfb-836ad8b3efe1
movie_countries_195,Q101242346,Q183,Q101242346-7C5B456A-AFE8-4EFF-A070-2A0F207217BA
movie_countries_196,Q101244962,Q30,Q101244962-2072FB91-C060-4D0A-AC22-942CB5FB1A4A
movie_countries_197,Q101245020,Q38,Q101245020-5594869B-060F-4377-B341-DB428D9F2FF4
movie_countries_198,Q101245186,Q33,Q101245186-54A1B81D-291C-4B69-893F-98E9A49926A6
movie_countries_199,Q101245207,Q30,Q101245207-626300AC-9BFC-4911-9AE6-40D7508C2B04
movie_countries_200,Q101245257,Q1000,Q101245257-e6bdb5be-4775-3f93-840a-e270300dc9e0
movie_countries_201,Q101245257,Q1009,Q101245257-b101510e-4d84-5e7c-9e74-9544ee219af9
movie_countries_202,Q101245257,Q929,Q101245257-d2eda3d3-446e-ad9a-8324-154e2114a4b7
movie_countries_203,Q101245261,Q16,Q101245261-a0aeef89-4285-585b-6051-6e62e7357145
movie_countries_204,Q101245363,Q30,Q101245363-B9584AF4-F45B-4704-9467-6860A3BD8C06
movie_countries_205,Q101245383,Q30,Q101245383-95b6b14b-4004-7e26-17dd-5fed75cc65f7
movie_countries_206,Q101245404,Q668,Q101245404-0270CCD5-31AF-4A5B-A0D5-24E5C404B894
movie_countries_207,Q101245465,Q30,Q101245465-B5F6FBB8-5D94-486E-B464-E87B620E9C9B
movie_countries_208,Q101245576,Q148,Q101245576-5E2ECF80-935C-43CA-8C87-42217CF69C42
movie_countries_209,Q101245576,Q213,Q101245576-5E3D74EF-1A78-4EE3-B55F-5D386677F931
movie_countries_210,Q101246909,Q29,Q101246909-96bd54e8-486e-1896-03a0-c496df6642f1
movie_countries_211,Q101247441,Q1028,Q101247441-fef0f2b1-49e0-601f-8542-a4be49d9d9b0
movie_countries_212,Q1012729,Q148,Q1012729-DEC0E019-BF03-4434-AB96-E667F386A848
movie_countries_213,Q101305401,Q30,Q101305401-8d957fe9-44a6-1efb-8602-f57b2865d3d0
movie_countries_214,Q1014049,Q148,Q1014049-D341F420-0358-4BBE-9B57-41E336787044
movie_countries_215,Q101405992,Q213,Q101405992-1DA44BB6-A031-4838-826D-B766332CA2BE
movie_countries_216,Q101417413,Q213,Q101417413-702C4FA7-882F-443B-97E5-19AE2018B7A5
movie_countries_217,Q101423189,Q55,Q101423189-892e76be-4bd7-8d14-13f4-6c3cfe32dff5
movie_countries_218,Q101423732,Q30,Q101423732-27309df6-44f4-9c07-54e1-70d19d89d9e0
movie_countries_219,Q101435417,Q142,Q101435417-41b8fc97-4817-7b2a-2044-1d04d9eb5b84
movie_countries_220,Q101436972,Q30,Q101436972-6aa9b4de-4402-2702-6a08-c8bf0b04f252
movie_countries_221,Q101438775,Q142,Q101438775-E4B670DD-2B7E-4160-AF9F-4C672A854A8F
movie_countries_222,Q101438781,Q142,Q101438781-AE28AB5A-F2FC-42E0-B2BD-EF6086546F8B
movie_countries_223,Q101440388,Q145,Q101440388-bb64e09b-4301-49ac-a937-4f77427d2b8f
movie_countries_224,Q101440388,Q148,Q101440388-a9006aa5-4377-138c-3935-d67f1e2683a8
movie_countries_225,Q101440388,Q16,Q101440388-aa9c4dc7-41cc-4e02-be8b-f067706315cd
movie_countries_226,Q101440388,Q30,Q101440388-8b1ee76e-4a67-059c-8465-91fc37ffc658
movie_countries_227,Q101487946,Q16,Q101487946-5f6f3ab7-4fb5-06be-c964-57f9b9a3f4d2
movie_countries_228,Q101487946,Q176,Q101487946-1cd6dfa3-43e1-9c63-95ce-1b1bf2fa37e2
movie_countries_229,Q101497580,Q213,Q101497580-F293CD27-3672-4283-A15F-190458C48CCC
movie_countries_230,Q101503314,Q183,Q101503314-e6d0e73e-49db-851a-7812-89a3aae93536
movie_countries_231,Q101576107,Q16,Q101576107-d4cac898-4447-b28e-6b92-bb6c67b2983d
movie_countries_232,Q101580184,Q252,Q101580184-d62d2722-4382-84e7-a7d3-7c9cdfb87ecb
movie_countries_233,Q1015807,Q833,Q1015807-6D5016D8-A64E-4116-B6D8-488FCB3A02F1
movie_countries_234,Q101584110,Q252,Q101584110-4ffd2b3f-4f21-773c-f280-785d7c1f1ce8
movie_countries_235,Q1015851,Q833,Q1015851-5B7EF764-A8E1-4E66-9FFA-1FDBD3490879
movie_countries_236,Q1015884,Q334,Q1015884-CF6CC18D-9165-4336-A694-BD3B67083117
movie_countries_237,Q1015884,Q8646,Q1015884-E5109B92-E520-455D-B158-F98C21DA7972
movie_countries_238,Q1015942,Q17,Q1015942-086D9C3E-4306-4AE4-87E9-ACF05E5DBC19
movie_countries_239,Q101623511,Q298,Q101623511-dd7a4524-4aff-62f1-2e0b-7ff72523eec1
movie_countries_240,Q101624592,Q30,Q101624592-75a70af8-47d6-55f8-6bae-c1082a1e2214
movie_countries_241,Q101627010,Q55,Q101627010-A334244E-E3CE-4FE4-A16D-63E633FC4EAC
movie_countries_242,Q101627339,Q29,Q101627339-a661f0e5-454c-0f27-55f4-0fd13a997f6b
movie_countries_243,Q1016369,Q145,Q1016369-11E361B8-C6FC-4260-81C0-1C9150493218
movie_countries_244,Q101666960,Q30,Q101666960-28121287-4243-80d8-06c6-d04d3e9e894c
movie_countries_245,Q1016790,Q30,Q1016790-5271BE99-B60A-4774-9EBC-3556A9CC1456
movie_countries_246,Q101714170,Q183,Q101714170-71fe8acb-48ba-2a1d-09ba-917ae4bf0b30
movie_countries_247,Q101714170,Q40,Q101714170-1dbf73dd-4253-8bf0-602a-41cc9001f22d
movie_countries_248,Q1017254,Q739,Q1017254-DFA063A1-EEA3-4DD0-BEB5-76ECEED61CFB
movie_countries_249,Q101726897,Q20,Q101726897-2a9be44a-48c0-e740-40e8-dc60596e7c7d
movie_countries_250,Q101726897,Q34,Q101726897-de26f5dd-4888-08be-5750-6e72c5faaf83
movie_countries_251,Q101799929,Q34,Q101799929-b9690066-4b41-1015-f121-d5959eae396e
movie_countries_252,Q101799929,Q35,Q101799929-8fc32855-4bda-0749-b7cb-8fae9af82d6e
movie_countries_253,Q101799929,Q38,Q101799929-8b25c243-4664-a304-2130-839908881d83
movie_countries_254,Q1018042,Q30,Q1018042-5F058565-CAAE-4134-968C-33115475850C
movie_countries_255,Q1018109,Q30,Q1018109-4D8F0979-B7B8-4CCE-BB8B-575347A19039
movie_countries_256,Q1018477,Q183,Q1018477-ECBF422F-BB5B-45E0-B917-CF201414569B
movie_countries_257,Q1018477,Q38,Q1018477-6D6498F0-A41E-4C14-A1E8-0DF4B107C420
movie_countries_258,Q1018486,Q145,Q1018486-5D132997-E545-4C10-8E9D-2D6CF49DE399
movie_countries_259,Q1018486,Q183,Q1018486-51C2BFD5-C03D-4226-9D62-5F95748500BC
movie_countries_260,Q1018486,Q32,Q1018486-A4DBE621-8323-4C56-988C-D637BADB971A
movie_countries_261,Q1018486,Q40,Q1018486-6F3C3C3A-DE60-4445-BCE7-97B710B20342
movie_countries_262,Q1018491,Q35,Q1018491-1FC615D6-BBC2-4560-B437-20B2542FFEB0
movie_countries_263,Q101854947,Q30,Q101854947-60cf0b40-4277-0cd1-c9d7-216475c08a35
movie_countries_264,Q101943976,Q183,Q101943976-75052857-4a9f-0eb4-2206-f2b92c847e4d
movie_countries_265,Q101995706,Q794,Q101995706-a43abb5e-453b-912e-5f56-87e574e6f6d3
movie_countries_266,Q102015061,Q20,Q102015061-dce69b71-4ca8-c1a9-5c77-6a379d37b746
movie_countries_267,Q102036245,Q30,Q102036245-EB2D07DF-D010-4D1E-A802-09D2B318422F
movie_countries_268,Q102036246,Q668,Q102036246-3060B0F4-09FD-435F-A366-5C1DC4CBE2AD
movie_countries_269,Q102036255,Q30,Q102036255-86FB18CB-B40A-4801-8050-1DBDCB8071F6
