row_id,person_id,name,description,birth_date
people_43934,Q6027106,Indrek Sammul,Estonian actor (born 1972),1972-01-28T00:00:00Z
people_43935,Q6027382,"Leif ""Loket"" Olsson","Swedish television presenter, journalist and singer (1942–2025)",1942-07-12T00:00:00Z
people_43936,Q60287379,Ben Brewer,,
people_43937,Q60304,Emma de Caunes,French actress,1976-09-09T00:00:00Z
people_43938,Q60306,Anita Pallenberg,"German-Italian actress, model and muse of the Rolling Stones",1942-04-06T00:00:00Z
people_43939,Q603089,Toni Servillo,Italian actor,1959-01-25T00:00:00Z
people_43940,Q60317485,Felix Osinga,Dutch actor,2002-04-22T00:00:00Z
people_43941,Q60318878,Ben Sinclair,"American actor, writer, director, and producer",1984-05-16T00:00:00Z
people_43942,Q6032529,Ingjerd Egeberg,Norwegian actress and director,1967-05-19T00:00:00Z
people_43943,Q60330357,Thomas Goersch,German actor and film director,1966-04-16T00:00:00Z
people_43944,Q603317,Bill Irwin,"American actor, clown, and comedian (born 1950)",1950-04-11T00:00:00Z
people_43945,Q6033247,Marcus Palm,Swedish actor,1972-09-19T00:00:00Z
people_43946,Q6033252,Ingrid Oliver,British comedian,1977-02-25T00:00:00Z
people_43947,Q60341,Sean Anders,"American film director, screenwriter, actor",1969-06-19T00:00:00Z
people_43948,Q6034640,Christopher Panov,,1978-04-15T00:00:00Z
people_43949,Q6034649,Philip Panov,Swedish actor,1984-11-07T00:00:00Z
people_43950,Q603498,Antonio Mayáns,Spanish actor and film director,1939-05-04T00:00:00Z
people_43951,Q60351348,Michael Chaves,American film director,1984-11-03T00:00:00Z
people_43952,Q6035690,Máximo Valverde,Spanish actor,1944-11-16T00:00:00Z
people_43953,Q6035928,Göran Parkrud,Swedish actor,1960-12-24T00:00:00Z
people_43954,Q6035995,Innocent Vareed Thekkethala,Indian actor,1948-03-04T00:00:00Z
people_43955,Q6036123,Mónica Antonópulos,Argentinian actor,1982-01-06T00:00:00Z
people_43956,Q6036287,Mónica Villa,Argentine actress,1954-01-01T00:00:00Z
people_43957,Q6036366,Semir Aslanyürek,Turkish film director (born 1956),1956-01-01T00:00:00Z
people_43958,Q6036444,Ramtin Parvaneh,Swedish actor,1984-08-12T00:00:00Z
people_43959,Q6036469,İdil Dizdar,Turkish actor and photographer (born 1982),1982-09-20T00:00:00Z
people_43960,Q60366771,Pulicherla mandal,"mandal in Chitturu district of Andhra Pradesh, India",
people_43961,Q6037155,Nacho G. Velilla,Spanish film director and film producer,1967-09-24T00:00:00Z
people_43962,Q6037382,Nadia de Santiago,actress,1990-01-03T00:00:00Z
people_43963,Q6038438,Toivo Pawlo,Swedish film actor,1917-12-25T00:00:00Z
people_43964,Q6038483,Natalia Lobo,Argentine actress and singer,1969-10-17T00:00:00Z
people_43965,Q6038486,Natalia Mateo,Spanish actress,1975-12-12T00:00:00Z
people_43966,Q6038503,Natalia Reyes,Colombian actress,1987-02-06T00:00:00Z
people_43967,Q6038592,Nataniel Sánchez,Peruvian actress,1991-03-15T00:00:00Z
people_43968,Q6038628,Nathalie Poza,Spanish actress,1972-03-07T00:00:00Z
people_43969,Q603965,Antonio Pacheco D'Agosti,Uruguayan footballer,1976-04-11T00:00:00Z
people_43970,Q6040020,Ercan Kesal,Turkish actor and screenwriter (born 1959),1959-09-12T00:00:00Z
people_43971,Q6040613,Levent Semerci,Turkish film director (born 1973),1973-06-30T00:00:00Z
people_43972,Q6040961,Oğuzhan Tercan,Turkish film director (1963–2022),1963-01-01T00:00:00Z
people_43973,Q60410374,Jan Plouhar,,1982-03-14T00:00:00Z
people_43974,Q60410476,Tomáš Dastlík,,1975-10-27T00:00:00Z
people_43975,Q60411061,Vasil Fridrich,Czechoslovak actor,1976-05-08T00:00:00Z
people_43976,Q60411345,Tomáš Bambušek,Czech actor,1972-12-18T00:00:00Z
people_43977,Q60411970,Jiří Kout,,1981-03-27T00:00:00Z
people_43978,Q60412087,Dušan Sitek,,1955-02-23T00:00:00Z
people_43979,Q6041982,Eden Adams,American pornographic actress,1989-04-21T00:00:00Z
people_43980,Q6042164,Nicolás Condito,Argentinian actor,1991-05-19T00:00:00Z
people_43981,Q60422,Joshua Malina,American actor (born 1966),1966-01-17T00:00:00Z
people_43982,Q6042462,Peter Perski,Swedish actor,1970-01-06T00:00:00Z
people_43983,Q6042525,Nicolás Saavedra,Chilean actor,1975-12-18T00:00:00Z
people_43984,Q6043492,Olle Persson,Swedish baritone,1958-04-19T00:00:00Z
people_43985,Q6044601,Axel Petersén,Swedish cinematographer and director,1979-10-31T00:00:00Z
people_43986,Q6044635,Q6044635,Danish film director,1951-08-18T00:00:00Z
people_43987,Q60448463,Michael Pitthan,British actor,1977-01-01T00:00:00Z
people_43988,Q604485,W. Morgan Sheppard,British actor (1932–2019),1932-08-24T00:00:00Z
people_43989,Q6044952,Norma Martínez,Peruvian actor,1969-10-22T00:00:00Z
people_43990,Q6044955,Norma Nivia,Colombian actress,1979-04-03T00:00:00Z
people_43991,Q60451003,Boris Ler,"Croatian and Bosnian television, film and theater actor",1985-01-01T00:00:00Z
people_43992,Q6045180,Tord Peterson,Swedish actor (1926-2021),1926-04-21T00:00:00Z
people_43993,Q60452254,Kogarashi Wakasugi,Japanese actress,1998-01-01T00:00:00Z
people_43994,Q60452612,Meadow Williams,American actress,1966-02-10T00:00:00Z
people_43995,Q60458248,Bilal Hassani,"French-Moroccan singer, songwriter and vlogger",1999-09-09T00:00:00Z
people_43996,Q6045837,Rickard Petrelius,,1955-06-29T00:00:00Z
people_43997,Q6046050,Kristian Petri,Swedish journalist,1956-05-19T00:00:00Z
people_43998,Q6046531,Lasse Petterson,actor,1935-04-08T00:00:00Z
people_43999,Q6047292,Nyomi Marcela,American pornographic actress,1981-07-09T00:00:00Z
people_44000,Q6047481,Ömer Faruk Sorak,Turkish cinematographer and director (born 1964),1964-04-27T00:00:00Z
people_44001,Q604762,Michael Bowen,American actor,1953-06-21T00:00:00Z
people_44002,Q6047738,Richard Glatzer,American writer and director,1952-01-28T00:00:00Z
people_44003,Q6048404,Nathan Phillips,Australian actor,1980-03-13T00:00:00Z
people_44004,Q60484836,Ann-Charlotte Franzén,Swedish actress,1963-01-01T00:00:00Z
people_44005,Q604849,Jai Courtney,Australian actor (born 1986),1986-03-15T00:00:00Z
people_44006,Q60485079,Marco La Via,,1990-12-01T00:00:00Z
people_44007,Q6048632,Octavio Castro,1977-2012 Mexican actor,1977-07-13T00:00:00Z
people_44008,Q60489296,Molly Gordon,American actress,1994-12-06T00:00:00Z
people_44009,Q6048958,Seren Yüce,Turkish film director (born 1975),1975-01-01T00:00:00Z
people_44010,Q6049836,Olga Nani,Argentinian actor,1976-11-14T00:00:00Z
people_44011,Q6050155,Johannes Runeborg,Swedish author,1965-03-03T00:00:00Z
people_44012,Q605129,Twin Shadow,American musician,1983-03-30T00:00:00Z
people_44013,Q60513873,Bo Brinkman,American actor and film director,1956-01-01T00:00:00Z
people_44014,Q605173,Zohra Lampert,actress,1937-05-13T00:00:00Z
people_44015,Q6052842,Hasan Karacadağ,Turkish film director and screenwriter (born 1976),1976-10-20T00:00:00Z
people_44016,Q6052959,Oriol Vila,Spanish actor,1978-10-06T00:00:00Z
people_44017,Q60532809,Gracyn Shinyei,Canadian actress,2006-04-14T00:00:00Z
people_44018,Q6053756,Oscar Beltrán,Peruvian actor,1979-12-29T00:00:00Z
people_44019,Q605380,Julieta Cardinali,Argentine actress,1977-10-21T00:00:00Z
people_44020,Q6053866,Petyr Popyordanov,Bulgarian actor,1964-06-11T00:00:00Z
people_44021,Q60539,Horst Buchholz,German actor (1933–2003),1933-12-04T00:00:00Z
people_44022,Q60541574,Jelle de Jonge,Dutch film director,1975-05-13T00:00:00Z
people_44023,Q6055158,Nikos Poursanidis,Greek actor kai writer,1982-12-12T00:00:00Z
people_44024,Q6055372,Jim Powers,American pornographic actor and director,
people_44025,Q6055778,Pablo Arias,Argentinan actor,1992-01-28T00:00:00Z
people_44026,Q6055911,Pablo Cruz Guerrero,Mexican actor,1984-02-02T00:00:00Z
people_44027,Q6055921,Pablo Derqui,Spanish actor,1976-08-10T00:00:00Z
people_44028,Q6056121,Pablo Krögh,Chilean actor (1963-2013),1963-02-21T00:00:00Z
people_44029,Q60565248,Q60565248,Moroccan actress,1957-01-01T00:00:00Z
people_44030,Q6056702,Ami Priyono,Indonesian film director and actor,1939-10-23T00:00:00Z
people_44031,Q60570949,Greta Onieogou,Russian-Nigerian actress,1991-03-14T00:00:00Z
people_44032,Q60574294,Ben Young,screenwriter,1982-01-01T00:00:00Z
people_44033,Q60577113,Mario Rossi,Hungarian pornographic actor,1972-08-27T00:00:00Z
people_44034,Q60578529,Jessica Moore,Hungarian pornographic actress,1985-11-14T00:00:00Z
people_44035,Q60581140,Adrian Grünewald,German actor,1999-01-01T00:00:00Z
people_44036,Q60582782,Aggeliki Papathemeli,Greek actress,1967-01-01T00:00:00Z
people_44037,Q605857,Sebastian Roché,French actor,1964-08-04T00:00:00Z
people_44038,Q605869,Kanako Sakai,Japanese voice actress,1986-11-11T00:00:00Z
people_44039,Q6058727,Adam Pålsson,Swedish actor and musician,1988-03-25T00:00:00Z
people_44040,Q60590137,Emma Mackey,British-French actress and model (born 1996),1996-01-04T00:00:00Z
people_44041,Q6059282,Inukjuak – Innalik School,"primary and secondary school in Inukjuak, Quebec, Canada",
people_44042,Q6059303,Pamelyn Chee,Singaporean actress and photographer,1984-03-13T00:00:00Z
people_44043,Q60595509,Josha Stradowski,Dutch actor,1995-01-01T00:00:00Z
people_44044,Q6059830,Fatoş Seğmen,Turkish actor (born 1982),1982-05-31T00:00:00Z
people_44045,Q6060,Q6060,American rapper and actor (born 1975),1975-07-06T00:00:00Z
people_44046,Q60601614,Marc Angelo,Canadian pornographic actor,1968-03-26T00:00:00Z
people_44047,Q6060442,Jan Rabson,American actor,1954-06-14T00:00:00Z
people_44048,Q60608092,Asier Burguete,Basque actor,1998-01-25T00:00:00Z
people_44049,Q6061336,Mikael Rahm,Swedish actor,1957-11-16T00:00:00Z
people_44050,Q60617458,Connor Swindells,British actor,1996-09-19T00:00:00Z
people_44051,Q60617835,Kurt Hale,American film director,
people_44052,Q60618349,Ncuti Gatwa,Rwandan-Scottish actor,1992-10-15T00:00:00Z
people_44053,Q6061897,Ioana Bulcă,Romanian actress,1936-01-07T00:00:00Z
people_44054,Q606215,Ruben Santiago-Hudson,American actor and screenwriter,1956-11-24T00:00:00Z
people_44055,Q6062217,Q6062217,Swedish actor,1948-02-26T00:00:00Z
people_44056,Q606248,Marcel Iureș,Romanian actor,1951-08-02T00:00:00Z
people_44057,Q6063160,Jeevan,Indian actor,1975-07-06T00:00:00Z
people_44058,Q6063214,Peter Rangmar,"Swedish actor, singer and comedian",1956-11-10T00:00:00Z
people_44059,Q60632998,Aimee Lou Wood,English actress (born 1994),1994-02-03T00:00:00Z
people_44060,Q6063305,Ion Sancho,American politician,1950-12-06T00:00:00Z
people_44061,Q60633865,Timo Tjahjanto,"Indonesian film director, screenwriter and producer",1980-09-04T00:00:00Z
people_44062,Q60634,Oliver Hirschbiegel,German film director (born 1957),1957-12-29T00:00:00Z
people_44063,Q6063906,Arif Aşçı,Turkish actor and photographer (born 1958),1958-01-01T00:00:00Z
people_44064,Q6063990,Q6063990,Danish film director and actor,1949-08-09T00:00:00Z
people_44065,Q60643172,Neeo,Czech pornographic actor,1979-07-24T00:00:00Z
people_44066,Q6064444,Anton Raukola,Swedish actor,1980-02-05T00:00:00Z
people_44067,Q6064450,Ingemar Raukola,Swedish actor,1976-11-15T00:00:00Z
people_44068,Q60648631,Chammak Chandra,Indian Actor and Comedie,
people_44069,Q6064888,Onuryay Evrentan,Turkish actor (born 1974),1974-03-19T00:00:00Z
people_44070,Q60651411,Édgar Vittorino,Colombian actor,1988-06-10T00:00:00Z
people_44071,Q606523,Brandon Novak,American skateboarder and motivational speaker,1978-12-10T00:00:00Z
people_44072,Q606555,Clovis Cornillac,French actor and film director,1968-08-16T00:00:00Z
people_44073,Q606577,Olga Syahputra,Indonesian actor and singer (1983–2015),1983-02-08T00:00:00Z
people_44074,Q60659,Ute Lemper,German singer and actress (born 1963),1963-07-04T00:00:00Z
people_44075,Q6066272,Ira Steven Behr,American screen writer and television producer,1953-10-23T00:00:00Z
people_44076,Q60663463,Satu Tuuli Karhu,Finnish actress,1994-01-01T00:00:00Z
people_44077,Q6066369,Savaş Akova,Turkish actor (1948–2013),1948-08-24T00:00:00Z
people_44078,Q6066541,Patricia López-Menadier,Chilean actress and singer (born 1977),1977-07-10T00:00:00Z
people_44079,Q6066826,Patrick Criado,Spanish actor,1995-09-23T00:00:00Z
people_44080,Q60669,Wolfgang Becker,German film director and screenwriter (1954–2024),1954-06-22T00:00:00Z
people_44081,Q60672163,Colby Jansen,American pornographic actor and professional rugby player,1978-06-14T00:00:00Z
people_44082,Q6067283,Paul Vega,Peruvian actor,1971-02-05T00:00:00Z
people_44083,Q6067368,Paula Hernández,Argentine film director and screenwriter,1969-10-16T00:00:00Z
people_44084,Q60673695,Nelly Řehořová,Czech actress and singer,2001-06-10T00:00:00Z
people_44085,Q6067444,Paulina García,Chilean actress (born 1960),1960-11-27T00:00:00Z
people_44086,Q6067643,Pawan Kalyan,Indian actor & deputy chief minister of Andhra Pradesh,1971-09-02T00:00:00Z
people_44087,Q60679665,Kim Hye-yoon,"South Korean actress, born 1996",1996-11-10T00:00:00Z
people_44088,Q6068440,Pedro Casablanc,Spanish actor and film director,1963-04-17T00:00:00Z
people_44089,Q60687,Benno Fürmann,German actor,1972-01-17T00:00:00Z
people_44090,Q6069296,Irene Wan,Hong Kong actress,1966-07-30T00:00:00Z
people_44091,Q60693004,Giannis Stollas,Greek actor,
people_44092,Q6069468,Irfan Mensur,"Serbian theatre, television and film actor",1952-01-19T00:00:00Z
people_44093,Q606969,Scott Stapp,American singer,1973-08-08T00:00:00Z
people_44094,Q6069816,Funda Şirinkal,Turkish actor (born 1971),1971-01-01T00:00:00Z
people_44095,Q6069821,Pedro Piqueras,Spanish journalist,1955-05-06T00:00:00Z
people_44096,Q607,Michael Bloomberg,American businessman and politician; 108th Mayor of New York City,1942-02-14T00:00:00Z
people_44097,Q6070966,Yüksel Aksu,Turkish film director (born 1966),1966-01-01T00:00:00Z
people_44098,Q6071034,Pelo Madueño,"Peruvian singer-songwriter, singer and actor",1968-03-08T00:00:00Z
people_44099,Q60713405,Eva Sixt,actress,1967-01-01T00:00:00Z
people_44100,Q6071712,Pepe Carabias,Spanish actor,1947-04-23T00:00:00Z
people_44101,Q6071807,Pepe Novoa,Argentinian actor,1937-09-30T00:00:00Z
people_44102,Q6071816,Pepe Ocio,Spanish actor,1976-12-24T00:00:00Z
people_44103,Q607190,Paolo Virzì,"Italian film director, screenwriter and producer",1964-03-04T00:00:00Z
people_44104,Q6071984,Irlene Mandrell,"American musician, actress and model",1956-01-29T00:00:00Z
people_44105,Q60720306,Thamilchelvan Balasingham,French actor,
people_44106,Q6072259,Pere Ponce,Spanish actor,1964-10-14T00:00:00Z
people_44107,Q6072475,Güner Özkul,Turkish actor (born 1966),1966-02-01T00:00:00Z
people_44108,Q6072620,Jonas Rimeika,Swedish actor,1978-05-11T00:00:00Z
people_44109,Q60726534,Kevin Knoblock,American screenwriter and film director,
people_44110,Q60731610,Babis Sarigiannidis,Greek actor,1953-01-01T00:00:00Z
people_44111,Q60731798,Loukia Michalopoulou,Greek actress,1983-01-01T00:00:00Z
people_44112,Q60732627,Vilém Dubnička,Czech actor,1976-11-21T00:00:00Z
people_44113,Q60734965,Dileepan,Indian Tamil actor,
people_44114,Q6073567,Petra Martínez,Spanish actress,1944-06-24T00:00:00Z
people_44115,Q60735809,Amit Sharma,Indian director and producer,
people_44116,Q60735883,Sekhar,Indian choreographer,1979-11-06T00:00:00Z
people_44117,Q60736508,Kazan Khan,Indian film actor,1972-06-22T00:00:00Z
people_44118,Q60737294,Bowen Yang,Chinese-American comedian,1990-11-06T00:00:00Z
people_44119,Q60738739,Kostas Koronaios,Greek actor,
people_44120,Q6073889,Luran Ahmeti,Macedonian actor,1974-07-31T00:00:00Z
people_44121,Q6073899,Ol Parker,"British film director, screenwriter and film producer",1969-06-02T00:00:00Z
people_44122,Q6073900,Irshad,actor,1979-05-01T00:00:00Z
people_44123,Q6074386,Phoebe Dynevor,British actress (born 1995),1995-04-17T00:00:00Z
people_44124,Q6074910,Denise Capezza,Italian actress,1989-11-07T00:00:00Z
people_44125,Q6075068,Irwin Keyes,American character actor (1952-2015),1952-03-16T00:00:00Z
people_44126,Q6075502,Pierre Angelo,Mexican actor,1972-09-24T00:00:00Z
people_44127,Q6075731,Isa Qosja,"Albanian film director, screenwriter and actor",1974-01-01T00:00:00Z
people_44128,Q607613,Filip Peeters,Belgian actor,1962-12-02T00:00:00Z
people_44129,Q607615,David Dobkin,"American film director, producer and screenwriter (born 1969)",1969-06-23T00:00:00Z
people_44130,Q6076200,Jonatan Rodriguez,Swedish actor,1976-12-02T00:00:00Z
people_44131,Q6076218,Juan Rodríguez,Swedish actor,1952-01-17T00:00:00Z
people_44132,Q60766,Dennis Gansel,German film director and screenwriter (born 1973),1973-10-04T00:00:00Z
people_44133,Q607678,Barry Corbin,American actor (b. 1940),1940-10-16T00:00:00Z
people_44134,Q6076918,Murat Saraçoğlu,Turkish film director (born 1970),1970-01-01T00:00:00Z
people_44135,Q6076984,Jean-Yves Lecastel,French pornographic actor and director,1965-01-08T00:00:00Z
people_44136,Q60774837,Sani Musa Danja,Nigerian actor and musician,1973-04-20T00:00:00Z
people_44137,Q607793,Dave Foley,Canadian actor (born 1963),1963-01-04T00:00:00Z
people_44138,Q6078,Q6078,"American rapper, record producer, record executive, and actor",1965-02-18T00:00:00Z
people_44139,Q6078223,Isabelle Drummond,Brazilian actress,1994-04-12T00:00:00Z
people_44140,Q60783595,Manuel Ramos,Argentine actor,1996-12-10T00:00:00Z
people_44141,Q60788293,Denisa Nesvačilová,Czech actress,1991-07-22T00:00:00Z
people_44142,Q6079455,Senan Kara,Turkish actor (born 1978),1978-01-01T00:00:00Z
people_44143,Q60795965,Sam Gorski,American film director,
people_44144,Q6079884,Isha Talwar,Indian actress,1987-12-22T00:00:00Z
people_44145,Q6079982,Osman Sonant,Turkish actor (born 1979),1979-03-01T00:00:00Z
people_44146,Q6080160,Hüseyin Turan,Turkish musician (born 1967),1967-01-01T00:00:00Z
people_44147,Q60802,Elizabeth Reaser,American actress,1975-07-02T00:00:00Z
people_44148,Q6080225,William DeMeo,American actor,1971-07-20T00:00:00Z
people_44149,Q6080307,Erdem Akakçe,Turkish actor (born 1976),1976-01-01T00:00:00Z
people_44150,Q6080393,Ishita Sharma,Indian actress,1990-02-08T00:00:00Z
people_44151,Q6080651,Austin O'Riley,American pornographic actress (born 1980),1980-01-27T00:00:00Z
people_44152,Q6080778,İsmail Güneş,Turkish film director (born 1961),1961-06-10T00:00:00Z
people_44153,Q608086,Colin Donnell,American actor,1982-10-09T00:00:00Z
people_44154,Q60808733,Danyael Sugawara,Japanese screenwriter,1975-05-17T00:00:00Z
people_44155,Q6080875,Barış Kıralioğlu,Turkish actor (born 1986),1986-10-06T00:00:00Z
people_44156,Q60808988,Tereza Dočkalová,Czech actress,1988-04-21T00:00:00Z
people_44157,Q60815,Brian Greene,American physicist,1963-02-09T00:00:00Z
people_44158,Q6081791,Çetin İpekkaya,Turkish-German actor and director (1937–2016),1937-04-15T00:00:00Z
people_44159,Q6082009,Mert Fırat,Turkish actor and screenwriter (born 1981),1981-01-10T00:00:00Z
people_44160,Q60823198,Peshang Rad,Swedish actor,1984-01-01T00:00:00Z
people_44161,Q6082889,Daniel Rudstedt,Swedish actor,1973-06-11T00:00:00Z
people_44162,Q608299,Gyton Grantley,Australian actor,1980-07-01T00:00:00Z
people_44163,Q6083198,Hugo Ruiz,Swedish actor,1972-06-16T00:00:00Z
people_44164,Q60832206,Maja Szopa,Polish actress,1950-01-01T00:00:00Z
people_44165,Q60832429,Michał Malinowski,Polish stage actor,1990-10-24T00:00:00Z
people_44166,Q6083358,Rıza Akın,Turkish actor (1955–2022),1955-01-01T00:00:00Z
people_44167,Q6083373,Yurdaer Okur,Turkish actor and director (born 1974),1974-10-29T00:00:00Z
people_44168,Q60834375,Sarah Belger,American film actor,1983-10-07T00:00:00Z
people_44169,Q60835315,Q60835315,American pornographic actor,1985-08-19T00:00:00Z
people_44170,Q60835504,Maciej Nawrocki,,1984-12-23T00:00:00Z
people_44171,Q60835600,Vinny Burgos,Brazilian pornographic actor,1977-05-05T00:00:00Z
people_44172,Q60835967,Hanna Ladoul,,1990-06-01T00:00:00Z
people_44173,Q60836875,Milko Lazarov,Bulgarian director,1967-01-01T00:00:00Z
people_44174,Q60837327,Vilma Kutaviciute,Lithuanian actress,1988-06-15T00:00:00Z
people_44175,Q60837652,Coralie Fargeat,French filmmaker,1976-11-24T00:00:00Z
people_44176,Q60841169,Veronika Rabada,Slovak singer,1984-05-11T00:00:00Z
people_44177,Q60841385,Gianmarco Saurino,Italian actor,1992-12-12T00:00:00Z
people_44178,Q60841806,Antonio Padovan,"Italian film director, producer, and screenwriter",1987-01-01T00:00:00Z
people_44179,Q60842449,Mark McKenna,Irish actor and singer,1996-05-05T00:00:00Z
people_44180,Q60842615,Guy Nattiv,"Israeli screenwriter, director, producer, and voice actor",1973-05-24T00:00:00Z
people_44181,Q60845067,Giovanna Zacarías,Mexican film director,1976-12-11T00:00:00Z
people_44182,Q6084932,Hakan Karahan,Turkish actor (born 1960),1960-01-01T00:00:00Z
people_44183,Q6085213,Özgür Ozan,Turkish actor (born 1966),1966-01-05T00:00:00Z
people_44184,Q6085393,Önder Açıkbaş,Turkish actor (born 1978),1978-10-02T00:00:00Z
people_44185,Q6085605,Kaan Urgancıoğlu,Turkish actor (born 1981),1981-05-08T00:00:00Z
people_44186,Q6085760,Mustafa Turan,Turkish actor (born 1966),1966-01-01T00:00:00Z
people_44187,Q6085796,Erdem Şenocak,Turkish film director (born 1979),1979-01-01T00:00:00Z
people_44188,Q6086012,Mahir İpek,Turkish actor (born 1972),1972-01-01T00:00:00Z
people_44189,Q60863,Nadja Uhl,German actress,1972-05-23T00:00:00Z
people_44190,Q6086369,Erol Babaoğlu,Turkish actor (born 1977),1977-06-22T00:00:00Z
people_44191,Q6086507,Devrim Yakut,Turkish actor (born 1968),1968-05-27T00:00:00Z
people_44192,Q6086545,Alfons Röblom,actor and politician from Åland,1983-08-03T00:00:00Z
people_44193,Q608675,Jaime Osorio Gómez,Colombian film director and actor (1947–2006),1947-03-07T00:00:00Z
people_44194,Q6086757,Israel Aduramo,British actor,1968-12-28T00:00:00Z
people_44195,Q608695,Carlo Rota,British-born Canadian actor,1961-04-17T00:00:00Z
people_44196,Q6086955,Tülin Özen,Turkish actor (born 1979),1979-12-24T00:00:00Z
people_44197,Q608709,Harry Lennix,American actor (born 1964),1964-11-16T00:00:00Z
people_44198,Q6087619,Mehmet Özgür,Turkish actor (born 1970),1970-08-30T00:00:00Z
people_44199,Q6088017,Taner Birsel,Turkish actor (born 1959),1959-01-01T00:00:00Z
people_44200,Q6089047,Akis Sakellariou,Greece actor,1961-11-09T00:00:00Z
people_44201,Q608912,Serge Price,Dutch actor,1991-07-06T00:00:00Z
people_44202,Q6089336,Mete Horozoğlu,Turkish actor (born 1975),1975-10-11T00:00:00Z
people_44203,Q6089554,Isy Suttie,"English stand up comedian, writer, actress",1978-08-11T00:00:00Z
people_44204,Q608974,Pilar López de Ayala,Spanish actress,1978-09-18T00:00:00Z
people_44205,Q6090244,Alexander Salzberger,Swedish actor,1985-06-05T00:00:00Z
people_44206,Q6090364,Savaş Yurttaş,Turkish actor (1944–2002),1944-01-01T00:00:00Z
people_44207,Q6090423,Nesrin Cavadzade,Azerbaijani-Turkish actress (born 1982),1982-07-30T00:00:00Z
people_44208,Q6090668,Nihal Koldaş,Turkish actress (born 1956),1956-01-01T00:00:00Z
people_44209,Q60907551,Adriana Domínguez,Spanish actress,1976-08-22T00:00:00Z
people_44210,Q6090781,Fatma Karanfil,Turkish actor (1952–2024),1952-02-03T00:00:00Z
people_44211,Q6091579,Ronnie Sandahl,"Swedish journalist, writer, film director, and screenwriter",1984-12-02T00:00:00Z
people_44212,Q60917,Barbara Sukowa,German actress and singer,1950-02-02T00:00:00Z
people_44213,Q6091713,Damla Sönmez,Turkish actor and fashion model (born 1987),1987-05-03T00:00:00Z
people_44214,Q6092004,Ayda Aksel,Turkish actor (born 1962),1962-10-31T00:00:00Z
people_44215,Q6092143,Ayten Soykök,Turkish actor (born 1975),1975-02-02T00:00:00Z
people_44216,Q6092464,Orhan Oğuz,Turkish cinematographer and director (born 1948),1948-03-24T00:00:00Z
people_44217,Q6092485,Zühal Gencer,Turkish actor (born 1961),1961-07-13T00:00:00Z
people_44218,Q6092717,Alper Kul,Turkish actor (born 1975),1975-12-05T00:00:00Z
people_44219,Q6093128,Christian Sandström,Finnish actor,1972-10-29T00:00:00Z
people_44220,Q60933,Minami Takahashi,Japanese female singer and tarento (1991-),1991-04-08T00:00:00Z
people_44221,Q6093781,Ali Atay,Turkish actor (born 1976),1976-04-20T00:00:00Z
people_44222,Q6093845,Pía Uribelarrea,Argentinian actor,1957-05-05T00:00:00Z
people_44223,Q6093859,Babu Santana,Brazilian actor and singer,1979-12-10T00:00:00Z
people_44224,Q609458,Ben Daniels,British actor,1964-06-10T00:00:00Z
people_44225,Q6094606,Sampo Sarkola,Finnish actor (born 1978),1978-01-31T00:00:00Z
people_44226,Q609464,Graham McTavish,Scottish actor,1961-01-04T00:00:00Z
people_44227,Q6094689,Yunus Günçe,Turkish actor (born 1976),1976-04-13T00:00:00Z
people_44228,Q6094705,Olle Sarri,Swedish actor,1972-01-20T00:00:00Z
people_44229,Q6094787,Nima Sarvestani,Iran-born Swedish filmmaker,1958-12-22T00:00:00Z
people_44230,Q60949750,Clint Taylor,American pornographic actor,1964-01-01T00:00:00Z
people_44231,Q6095085,Stefan Sauk,Swedish actor,1955-06-06T00:00:00Z
people_44232,Q609514,Urbain Cancelier,French actor,1959-08-02T00:00:00Z
people_44233,Q60951627,Anthony Edwards,American basketball player (born 2001),2001-08-05T00:00:00Z
people_44234,Q60953,Lilli Palmer,German actress (1914–1986),1914-05-24T00:00:00Z
people_44235,Q6095320,Itır Esen,Turkish actor (born 1956),1956-12-17T00:00:00Z
people_44236,Q6095610,Emre Kınay,Turkish actor (born 1970),1970-03-05T00:00:00Z
people_44237,Q6095769,Barış Yalçın,Turkish actor,
people_44238,Q6096,Snoop Dogg,American rapper (born 1971),1971-10-20T00:00:00Z
people_44239,Q6096001,Q6096001,American pornographic actress,1986-08-13T00:00:00Z
people_44240,Q6096136,Engin Senkan,Turkish actor (born 1944),1944-01-01T00:00:00Z
people_44241,Q6096246,Ivan Franěk,Czech actor,1965-06-17T00:00:00Z
people_44242,Q6096261,Ivan G'Vera,Czech actor,1959-04-01T00:00:00Z
people_44243,Q6096599,Ivan Kaye,British actor,1961-07-01T00:00:00Z
people_44244,Q6096781,Nursel Köse,Turkish-German actor and writer (born 1961),1961-03-29T00:00:00Z
people_44245,Q6096890,Rüçhan Çalışkur,Turkish actor (born 1947),1947-02-13T00:00:00Z
people_44246,Q60970,Sakis Rouvas,Greek recording artist,1972-01-05T00:00:00Z
people_44247,Q6097307,Rafael Filippelli,"Argentinian film director, film producer and screenwriter",1938-11-24T00:00:00Z
people_44248,Q6097355,Barış Çakmak,Turkish actor (born 1979),1979-07-05T00:00:00Z
people_44249,Q6097546,Johan Schildt,"actor, writer, publisher",1959-05-07T00:00:00Z
people_44250,Q6097730,Zafer Algöz,Turkish actor (born 1961),1961-08-30T00:00:00Z
