row_id,person_id,name,description,birth_date
people_0,Q10000101,Eliška Hladilová,Czech actress,1993-01-23T00:00:00Z
people_1,Q100028,Jörg Hube,German actor and director (1943–2009),1943-11-22T00:00:00Z
people_2,Q1000408,Larry Augustin,CEO of SugarCRM and co-founder and former chairman of VA Software,1962-10-10T00:00:00Z
people_3,Q1000631,Steffen Gräbner,German actor,1957-12-21T00:00:00Z
people_4,Q1000860,Pyotr Buslov,Russian film director,1976-06-01T00:00:00Z
people_5,Q1000912,Piotr Trzaskalski,Polish film director and screenwriter (born 1964),1964-02-05T00:00:00Z
people_6,Q1000990,Béla Fesztbaum,Hungarian actor,1975-01-06T00:00:00Z
people_7,Q1001,Mahatma Gandhi,Indian independence activist (1869–1948),1869-10-02T00:00:00Z
people_8,Q1001195,Buddy Giovinazzo,American filmmaker and author,1957-05-05T00:00:00Z
people_9,Q1001304,Florian Fitz,German actor,1967-11-16T00:00:00Z
people_10,Q100137671,Fotinì Peluso,Italian actress,1999-01-01T00:00:00Z
people_11,Q100144745,Priya Blackburn,actress,1995-10-12T00:00:00Z
people_12,Q100146519,Katung Aduwak,"Nigerian film producer, director, screenwriter",1980-03-21T00:00:00Z
people_13,Q100148219,Jeanté Godlock,American actress,1988-04-24T00:00:00Z
people_14,Q100153071,Ciara Charteris,Rwandan actress,1995-08-03T00:00:00Z
people_15,Q100156263,Giancarlo Martini,Italian actor,1963-10-14T00:00:00Z
people_16,Q100156267,Aurora Giovinazzo,Italian actress (born 2002),2002-04-18T00:00:00Z
people_17,Q100194041,Jordan Firstman,American writer and comedian (born 1991),1991-07-08T00:00:00Z
people_18,Q100233188,Q100233188,American pornographic actress,1972-01-23T00:00:00Z
people_19,Q100235243,Daniel Wagner,German actor,1980-01-01T00:00:00Z
people_20,Q1002358,Tamás Fodor,Hungarian actor (born 1942),1942-09-03T00:00:00Z
people_21,Q100240,Meral Perin,Turkish-German actress,1965-01-01T00:00:00Z
people_22,Q100249786,Q100249786,American actress,1993-12-20T00:00:00Z
people_23,Q100250472,Aleksandr Khoshabaev,Russian actor,1981-06-27T00:00:00Z
people_24,Q100255155,Cheta Chukwu,Nigerian film director and producer,
people_25,Q100255254,Sunkanmi Adebayo,Nigerian film director and actor,
people_26,Q100255483,Tope Alake,Nigerian film director,
people_27,Q100257530,Christopher Sciueref,British actor,1972-11-17T00:00:00Z
people_28,Q100258658,Ahmad Samir Farag,Egyptian film director,1970-09-27T00:00:00Z
people_29,Q100258703,Akram Farid,Egyptian Film Director,1972-03-06T00:00:00Z
people_30,Q100258801,Heather Johansen,,1989-03-15T00:00:00Z
people_31,Q100262838,Austin Zajur,American actor,1995-08-12T00:00:00Z
people_32,Q100268842,Cody Renee Cameron,"American actress, model, singer and stunt performer",1988-12-02T00:00:00Z
people_33,Q100272989,Lauriane Escaffre,French actress and film director,1978-01-26T00:00:00Z
people_34,Q100274911,Emmanuel Cappellin,,
people_35,Q100276311,Paula Baldini,Argentinian actress,
people_36,Q100278619,Udoka Oyeka,Nigerian-American film director,
people_37,Q100292024,Bobby Manila,pornographic film director and producer,1984-08-11T00:00:00Z
people_38,Q100292044,Kevin James,Australian American pornographic actor,
people_39,Q100292057,Q100292057,American pornographic actor,1978-06-06T00:00:00Z
people_40,Q100292074,Q100292074,American pornographic actor,1987-04-21T00:00:00Z
people_41,Q100293465,Darya Zhovner,Russian actress,1992-09-20T00:00:00Z
people_42,Q100305315,Harold S. Koplewicz,member or fellow of the New York Academy of Medicine,
people_43,Q1003099,Xu Jiao,Chinese actress,1997-08-05T00:00:00Z
people_44,Q100312,Leonard Lansink,German actor,1956-01-07T00:00:00Z
people_45,Q100320767,Xiao-Ying Bai,Taiwanese actress,2007-10-03T00:00:00Z
people_46,Q100323659,Radim Hladík,Czech sound designer,1971-05-15T00:00:00Z
people_47,Q100326676,Pat Nebo,Nigerien production designer,
people_48,Q1003280,Edit Frajt,Hungarian actress,1955-11-02T00:00:00Z
people_49,Q100329052,Marcel Manigati,Czech pornographic actor,1983-07-10T00:00:00Z
people_50,Q1003303,Fran Perea,Spanish actor and singer,1978-11-20T00:00:00Z
people_51,Q100332989,Mark Williams,"producer, writer and director",
people_52,Q100333,Tom Gerhardt,German comedian and actor,1957-12-12T00:00:00Z
people_53,Q100348052,Imoh Umoren,Nigerien filmmaker (born 1982),1982-08-13T00:00:00Z
people_54,Q100351,Walter Kreye,German actor,1942-07-18T00:00:00Z
people_55,Q100360057,Ellie Piercy,actress,
people_56,Q100380735,Noah Skovgaard Skands,Danish actor,2000-11-04T00:00:00Z
people_57,Q100422,Vincent Redetzki,German actor,1992-04-01T00:00:00Z
people_58,Q100423423,Viktor Krištof,Czech film producer,1979-01-31T00:00:00Z
people_59,Q100436173,Mr Macaroni,Nigerian comedian,1992-05-03T00:00:00Z
people_60,Q100450235,Abdelghafour Elaaziz,actor in the theatrical field in Quebec,
people_61,Q100450380,Samuel Brassard,work in the theatrical field,
people_62,Q100450470,Cassandre Emanuel,"work in the theatrical field, actresse and director",
people_63,Q100450519,Monique Gosselin,work in the theatrical field,
people_64,Q100450539,Nadine Jean,work in the theatrical field,
people_65,Q100450567,Sébastien Labbé Proulx,work in the theatrical field,
people_66,Q100450575,Simon Landry-Désy,work in the theatrical field,
people_67,Q100450611,Elisabeth Locas,work in the theatrical field,
people_68,Q100450635,Bruno Marcil,actor in the theatrical field in Quebec,
people_69,Q100450781,Alex Trahan,actor in the theatrical field in Quebec,
people_70,Q100454437,Hiroaki Tanaka,Japanese actor,1992-05-23T00:00:00Z
people_71,Q100454699,Kiyomi Aratani,,1962-07-22T00:00:00Z
people_72,Q100492153,Isaac Kragten,Canadian actor,2002-09-19T00:00:00Z
people_73,Q100506,Mina Tander,German actress,1978-12-04T00:00:00Z
people_74,Q100526001,Mahault Mollaret,actress,
people_75,Q100530238,Antonia Buresi,actress,
people_76,Q100530406,Jonathan Couzinié,actor,
people_77,Q100534765,Irina Atanasova,actress,
people_78,Q100534800,Angel Genov,actor,
people_79,Q100535,Sina Tkotsch,German actress,1990-06-27T00:00:00Z
people_80,Q100544534,Ekwa Msangi,Tanzanian-American filmmaker who grew up in Kenya,
people_81,Q100551566,Maliq Johnson,American actor,2000-06-22T00:00:00Z
people_82,Q100557668,Bjarki Thor,actor (born 1979),1979-03-26T00:00:00Z
people_83,Q100557841,Ragnar Jónsson,actor,
people_84,Q100557934,Sigurmar Albertsson,actor,
people_85,Q100562202,Small Hands,American pornographic actor,1982-06-25T00:00:00Z
people_86,Q100563694,Matas Metlevski,actor,2003-01-01T00:00:00Z
people_87,Q100566035,Charlène Favier,French film director and screenwriter,1985-01-01T00:00:00Z
people_88,Q100572220,David Ayala,actor,1969-01-01T00:00:00Z
people_89,Q100572376,Lamine Cissokho,actor,1995-01-01T00:00:00Z
people_90,Q100572619,Wabinlé Nabié,actor,
people_91,Q100572880,Aleksandr Medvedev,actor,
people_92,Q100573128,Saïd Benchnafa,actor,
people_93,Q100589506,Lee Jong-pil,South Korean film director,1980-01-01T00:00:00Z
people_94,Q100591389,Vanessa Aleksander,Polish actress,1996-09-17T00:00:00Z
people_95,Q100592342,Freja Riemann,actress,1996-10-23T00:00:00Z
people_96,Q100598166,Saurabh Sachdeva,Indian film actor and acting coach,
people_97,Q100602,Ernst Hannawald,German actor,1959-10-20T00:00:00Z
people_98,Q100605324,Guadalupe González Diéguez,researcher,
people_99,Q1006624,Libero De Rienzo,Italian actor (1977–2021),1977-02-24T00:00:00Z
people_100,Q100667331,Arnošt Frauenberg,,1970-09-06T00:00:00Z
people_101,Q100698377,Ostap Dziadek,Ukrainian actor,1989-01-01T00:00:00Z
people_102,Q100700,Ingeborg Westphal,German actress (1950-2012),1950-11-30T00:00:00Z
people_103,Q100700856,Jone Laspiur,Spanish actress,1995-01-01T00:00:00Z
people_104,Q100703722,Curtis Vowell,New Zealand director,
people_105,Q100706081,Daniela Krhutová,Czech actress and singer (1973-2020),1973-04-09T00:00:00Z
people_106,Q100707370,Jacopo Costantini,Italian actor,1989-09-19T00:00:00Z
people_107,Q100710461,Eddie O'Keefe,American screenwriter,1988-01-01T00:00:00Z
people_108,Q100712141,Hanna Oldenburg,Swedish actress,1989-01-01T00:00:00Z
people_109,Q100712787,Alessandro Riceci,actor,1974-01-06T00:00:00Z
people_110,Q100715685,Sebastian Gimelli Morosini,actor,
people_111,Q100715735,Małgorzata Zacharska,costume designer,
people_112,Q100717847,Nermin Hamzagić,film director,1986-01-01T00:00:00Z
people_113,Q100717966,Arnold Oceng,British actor,1985-11-30T00:00:00Z
people_114,Q100718588,Prokop Holoubek,,1978-01-01T00:00:00Z
people_115,Q100718742,Chidi Ajufo,college basketball player (2006–2006) UC-Santa Barbara,1982-10-18T00:00:00Z
people_116,Q100719113,Alséni Bathily,actor,
people_117,Q100719121,Jamil McCraven,actor,
people_118,Q100719476,Jurgis Matulevičius,film director,1989-01-01T00:00:00Z
people_119,Q1007206,Gabriel Porras,Mexican actor,1968-02-13T00:00:00Z
people_120,Q1007207,Gabriela Csinová,Slovak actress,1980-11-04T00:00:00Z
people_121,Q100720939,Martynas Nedzinskas,actor,1985-07-08T00:00:00Z
people_122,Q1007270,Roberto Faenza,Italian film director and screenwriter (born 1943),1943-02-21T00:00:00Z
people_123,Q100740782,Maria Bakalova,Bulgarian actress,1996-06-04T00:00:00Z
people_124,Q100741448,David Vaughn,American actor and voice actor,
people_125,Q100741863,Tomasz Krzemieniecki,Polish actor,1972-01-01T00:00:00Z
people_126,Q100741999,Momona Tamada,Canadian actress,2006-09-28T00:00:00Z
people_127,Q100742177,Alphonse Menyo,Ghanaian actor,1998-01-01T00:00:00Z
people_128,Q100742766,Bright Wonder Obasi,"Nigerian Writer, Director and Producer",
people_129,Q100742828,Sandra Drzymalska,Polish actress,1993-07-24T00:00:00Z
people_130,Q100755173,Christophe Raylat,French journalist,
people_131,Q100757,Erich Dunskus,actor (1890–1967),1890-07-27T00:00:00Z
people_132,Q100763858,Eddie Bryant,college basketball player (1984–1987) Cleveland State,
people_133,Q1007678,Balázs Galkó,"Hungarian actor, reciter (1949–2025)",1949-06-29T00:00:00Z
people_134,Q100773105,Raphaël Quenard,French actor (born 1991),1991-08-01T00:00:00Z
people_135,Q1007923,Daniele Luchetti,Italian actor and director,1960-07-25T00:00:00Z
people_136,Q1007993,Ganesh Venkatraman,Indian actor,1980-03-20T00:00:00Z
people_137,Q100810836,Jude B. Lanston,,2000-01-01T00:00:00Z
people_138,Q1008322,Carlo Mazzacurati,"Italian film director, actor and screenwriter (1956–2014)",1956-03-02T00:00:00Z
people_139,Q100832485,René Šmotek,,1971-12-09T00:00:00Z
people_140,Q100841,Michael Maertens,German actor,1963-10-30T00:00:00Z
people_141,Q1008412,Andrea Molaioli,Italian film director and screenwriter,1967-11-29T00:00:00Z
people_142,Q100844,Michael Degen,German Israeli actor (1928–2022),1928-01-31T00:00:00Z
people_143,Q1008634,Rocco Papaleo,"Italian actor, film director and singer",1958-08-16T00:00:00Z
people_144,Q100888377,Malin Dahl,Swedish director,
people_145,Q100957860,Jan Nedbal,Czech actor,1990-09-26T00:00:00Z
people_146,Q100958294,Markéta Stehlíková,Czech actress,1984-06-28T00:00:00Z
people_147,Q100962281,Anežka Rusevová,Czech actress,1986-09-21T00:00:00Z
people_148,Q100962368,Q100962368,,1998-01-01T00:00:00Z
people_149,Q100962668,Q100962668,Czech actress,1989-07-22T00:00:00Z
people_150,Q100962715,Q100962715,American actor,1967-01-01T00:00:00Z
people_151,Q100962810,Vuk Čelebić,Czech actor,1988-04-07T00:00:00Z
people_152,Q100963112,Klára Sedláčková-Oltová,Czech actress,1976-02-20T00:00:00Z
people_153,Q100963197,Jana Matulová-Šteindlerová,Czech actress,1958-05-20T00:00:00Z
people_154,Q100965079,Sonam Nair,Indian film director,
people_155,Q100967041,Q100967041,Czech actor,1968-06-18T00:00:00Z
people_156,Q100967912,Lola Petticrew,Northern Irish actress,1995-12-26T00:00:00Z
people_157,Q100968243,Václav Jakoubek,Czech actor,1980-02-08T00:00:00Z
people_158,Q100968251,Yvetta Kornová,Czech actress,1961-11-27T00:00:00Z
people_159,Q100968268,Q100968268,Slovak actor,1941-11-04T00:00:00Z
people_160,Q100972640,Zdeněk Kozák,Czech actor,1924-12-24T00:00:00Z
people_161,Q100976997,Q100976997,American actor,1941-07-29T00:00:00Z
people_162,Q100977051,Juraj Johanides,Slovak actor,1962-05-09T00:00:00Z
people_163,Q100977068,Zdeněk David,Czech actor,1955-07-12T00:00:00Z
people_164,Q100977324,Petra Martincová,Czech actress,1968-09-29T00:00:00Z
people_165,Q100977340,Vítězslav Černý,Czechoslovak actor (1922-1986),1922-07-01T00:00:00Z
people_166,Q100977375,Josef Šebek,Czech actor,1940-09-12T00:00:00Z
people_167,Q100977410,John Comer,Irish actor,1960-12-08T00:00:00Z
people_168,Q100977436,Miroslav Čáslavka,Czech actor,1979-05-11T00:00:00Z
people_169,Q100977454,Viera Topinková,Slovak actress,1933-06-27T00:00:00Z
people_170,Q100977816,Milan Mikulčík,Slovak actor,1973-06-10T00:00:00Z
people_171,Q100977861,Q100977861,Slovak actor,1955-05-28T00:00:00Z
people_172,Q100977896,Vendula Křížová,Czech actress,1972-07-03T00:00:00Z
people_173,Q100986202,Farba Dieng,,1993-01-01T00:00:00Z
people_174,Q100988340,Jeffrey Ngai,"Hong Kong fashion model, actor and singer",1998-04-23T00:00:00Z
people_175,Q100989083,Christophe Canard,actor,
people_176,Q100989101,Christophe Favre,actor,1961-01-01T00:00:00Z
people_177,Q100989656,Benoît Tachoires,actor,
people_178,Q101003167,Okey Uzoeshi,Nigerian actor,1983-01-01T00:00:00Z
people_179,Q1010061,Károly Gesztesi,Hungarian actor (1963–2020),1963-04-16T00:00:00Z
people_180,Q101008692,Zofie Dares,Czech singer,1995-01-20T00:00:00Z
people_181,Q101008704,Robert Cejnar,Czech actor,1995-08-08T00:00:00Z
people_182,Q101017432,Conrad Kemp,South African actor,2000-01-01T00:00:00Z
people_183,Q101019,Marie Rönnebeck,German actress,1981-01-01T00:00:00Z
people_184,Q1010197,Burak Yiğit,Turkish-German actor (born 1986),1986-01-01T00:00:00Z
people_185,Q1010436,Carlo Vanzina,"Italian film director, producer and screenwriter (1951–2018)",1951-03-13T00:00:00Z
people_186,Q101043740,Q101043740,Czech actress,1966-06-06T00:00:00Z
people_187,Q101043850,Marta Richterová,Czech actress,1940-06-04T00:00:00Z
people_188,Q101044159,Lenka Vychodilová,Czech actress,1957-09-11T00:00:00Z
people_189,Q101044413,Jan Szymik,,1957-11-06T00:00:00Z
people_190,Q101044491,Adéla Pristášová,Czech actress,1982-01-01T00:00:00Z
people_191,Q101048351,Daniel Sidon,Czech actor,1986-12-28T00:00:00Z
people_192,Q101048596,Q101048596,Czech actor,1955-06-28T00:00:00Z
people_193,Q101049487,Zuzana Hodkova,Czech actress,1949-11-23T00:00:00Z
people_194,Q101049557,Q101049557,Czech actor,1969-08-26T00:00:00Z
people_195,Q101049591,Iveta Dušková,Czech actress (*1962),1962-02-13T00:00:00Z
people_196,Q101049625,Martin Dušek,Czech actor,1986-05-30T00:00:00Z
people_197,Q101049827,Miroslav Šnajdr,Czech actor,1952-06-12T00:00:00Z
people_198,Q101049878,Jakub Laurych,Czech journalist,1987-11-19T00:00:00Z
people_199,Q101049966,Gabriela Štefanová,Czech journalist,1969-01-01T00:00:00Z
people_200,Q101049988,Klára Sochorová,Czech actor,1972-11-24T00:00:00Z
people_201,Q101050123,Q101050123,Czech actress,1953-03-02T00:00:00Z
people_202,Q101050176,Radim Kalvoda,Czech actor,1973-04-19T00:00:00Z
people_203,Q101050249,Magdaléna Sidonová,Czech actress,1970-05-11T00:00:00Z
people_204,Q101050484,Daniel Margolius,Czech actor,1978-01-31T00:00:00Z
people_205,Q101050700,Martin Veliký,Czech actor,1971-01-01T00:00:00Z
people_206,Q101050800,Peter Butko,Slovak film director,1970-03-07T00:00:00Z
people_207,Q101050921,Peter Gábor,Slovak actor (1963–),1963-10-24T00:00:00Z
people_208,Q101050953,Bohumír Starý,Czech actor,1962-05-04T00:00:00Z
people_209,Q101063652,Samuli Jaskio,Finnish actor and theatre director,1987-01-01T00:00:00Z
people_210,Q101066992,Q101066992,Czech actress,1949-10-12T00:00:00Z
people_211,Q101067784,Karel Hovorka,Czech actor,1951-06-23T00:00:00Z
people_212,Q101067785,Milan Charvát,Czech actor,1939-02-11T00:00:00Z
people_213,Q101068,Andy Fetscher,German-Romanian film director and screenwriter,1980-08-11T00:00:00Z
people_214,Q1010696,Giovanni Veronesi,"Italian film screenwriter, actor and director (born 1962)",1962-08-31T00:00:00Z
people_215,Q101072279,Lois Robbins,"Canadian actress, writer and singer",
people_216,Q101080646,Stanislav Litera,Czech actor,1931-06-11T00:00:00Z
people_217,Q101081764,Pavel Spálený,Czechoslovak actor (1915-1985),1915-11-17T00:00:00Z
people_218,Q101086511,Ladislav Klepal,Czechoslovak actor (1937-2002),1937-05-26T00:00:00Z
people_219,Q101089604,Radu Ciorniciuc,filmmaker,
people_220,Q101090081,Valentin Enache,"person featured in the 2020 documentary ""Acasă, My Home""",
people_221,Q101090684,Réka Szabó,dance theatre and film director,http://www.wikidata.org/.well-known/genid/d7186abbeda7f8e8f71db3751b9fc0dd
people_222,Q101091529,Emese Cuhorka,dancer,1983-01-01T00:00:00Z
people_223,Q101094705,Hassan Hajgozar,Iranian filmmaker,1971-04-21T00:00:00Z
people_224,Q101096119,Milan Kindl,Czechoslovak actor,1929-04-02T00:00:00Z
people_225,Q101103863,Reilly Featherstone,Welsh-British Actor,1998-12-22T00:00:00Z
people_226,Q101112562,Josef Skrčený,Czechoslovak actor,1911-12-06T00:00:00Z
people_227,Q101112703,Yves Bélanger,actor in the theatrical field in Quebec,
people_228,Q101112742,Étienne Lou,actor in the theatrical field in Quebec,
people_229,Q101112844,David Savard,actor in the theatrical field in Quebec,
people_230,Q101112943,Linda Smith,actor in the theatrical field in Quebec,
people_231,Q101112951,Joseph Bellerose,actor in the theatrical field in Quebec,
people_232,Q101112972,Charles Fournier,actor in the theatrical field in Quebec,
people_233,Q101113162,Bohumil Koška,,1923-08-30T00:00:00Z
people_234,Q101113251,Q101113251,Czech presenter,1987-12-30T00:00:00Z
people_235,Q101113276,Anna Šulcová,Czech YouTuber,1999-03-04T00:00:00Z
people_236,Q101113954,Ariel Ifergan,"actor in the theatrical, television and film field in Quebec",
people_237,Q101113961,Marie-Pier Labrecque,actor in the theatrical field in Quebec,1986-01-01T00:00:00Z
people_238,Q101113963,Étienne Pilon,actor in the theatrical field in Quebec,
people_239,Q101113988,Jean-Moïse Martin,Canadian actor,
people_240,Q101113994,Olivia Palacci,actor in the theatrical field in Quebec,
people_241,Q101114001,Sharon Ibgui,actor in the theatrical field in Quebec,
people_242,Q101114004,François-Simon Poirier,actor in the theatrical field in Quebec,
people_243,Q101114006,Geneviève Alarie,actor in the theatrical field in Quebec,
people_244,Q101114014,Frédéric Blanchette,playwright working in Quebec,
people_245,Q101114074,Guillaume Cyr,actor in the theatrical field in Quebec,1984-01-01T00:00:00Z
people_246,Q101114153,Gabrielle Côté,actor in the theatrical field in Quebec,1987-01-01T00:00:00Z
people_247,Q101114166,Véronique Lafleur,actor in the theatrical field in Quebec,
people_248,Q101114177,Marie-Ève Trudel,actor in the theatrical field in Quebec,
people_249,Q101114223,Tatiana Zinga Botao,actor in the theatrical field in Quebec,
people_250,Q101114365,Lyndz Dantiste,actor in the theatrical field in Quebec,
people_251,Q101114385,Francis-William Rhéaume,Canadian actor and visual artist,
people_252,Q101114405,Tracy Marcelin,actor in the theatrical field in Quebec,
people_253,Q101114431,Martin-David Peters,playwright working in Quebec,
people_254,Q101114435,Joakim Robillard,actor in the theatrical field in Quebec,
people_255,Q101137091,Laci Mosley,"American actress, voice actress and model",1991-07-04T00:00:00Z
people_256,Q101144888,Wilson Guerrero,,
people_257,Q101149,Axel Milberg,German actor,1956-08-01T00:00:00Z
people_258,Q101149145,Gord Rand,actor,
people_259,Q101154705,Meyrick Murphy,actress,2003-11-08T00:00:00Z
people_260,Q101162580,Sonia Méndez,Spanish actress,1980-08-14T00:00:00Z
people_261,Q101205157,Marek Zawierucha,production designer,
people_262,Q101207336,Brendon Daniels,South African actor,1974-01-01T00:00:00Z
people_263,Q101208626,Éléonore Loiselle,Canadian actress,2001-02-27T00:00:00Z
people_264,Q101208639,Kristoffer Fabricius,Danish actor,1981-08-07T00:00:00Z
people_265,Q101209973,Jiří Wohanka,Czech actor,1946-07-14T00:00:00Z
people_266,Q101223,Helene Grass,German actress,1974-06-28T00:00:00Z
people_267,Q101223609,Nicholas Ralph,Scottish actor,1990-01-01T00:00:00Z
people_268,Q101224768,Ferran Mendoza Soler,Eduardo Mendoza's son.,
people_269,Q101225171,Christoph Bauer,actor,
people_270,Q101225951,Vít Pešina,Czech actor,1942-07-10T00:00:00Z
people_271,Q101229099,Lucie Régnier,actress,
people_272,Q101229155,Adèle Wismes,actress,
people_273,Q101229398,Jan Španbauer,Czech actor,1970-10-08T00:00:00Z
people_274,Q101236188,Roberto Moreira,Brazilian film director and university professor,1961-01-01T00:00:00Z
people_275,Q101237941,Jacob Fortune-Lloyd,British actor,1988-01-01T00:00:00Z
people_276,Q101239556,Louis Fouché,French anesthesiologist and intensivist,1979-01-23T00:00:00Z
people_277,Q101244624,Daniel Barnett,,2000-01-01T00:00:00Z
people_278,Q101244916,Karel Vítek,Czech actor,1936-10-16T00:00:00Z
people_279,Q101245556,Mariana Chmelařová,Slovak-Czech actress and singer,1963-01-02T00:00:00Z
people_280,Q101245753,Anne Openshaw,actress,
people_281,Q101246451,Milan Gargula,Czech actor,1946-05-20T00:00:00Z
people_282,Q101246458,Daniela Pokorná,Czech actress,1948-02-25T00:00:00Z
people_283,Q101246844,Josefa Pechlátová,,1890-05-06T00:00:00Z
people_284,Q101249178,Malvína Pachlová,Czech actor,1991-02-04T00:00:00Z
people_285,Q101249186,Petr Florián,Czech actor,1982-11-05T00:00:00Z
people_286,Q101249286,Petra Štíbrová,Czech actress,1993-04-02T00:00:00Z
people_287,Q101249415,Petra Svoboda,Czech presenter (*1983),1983-02-24T00:00:00Z
people_288,Q101249892,Q101249892,Czech actress,1993-08-01T00:00:00Z
people_289,Q101250458,Tomáš Novotný,Czech actor (*1982),1982-01-01T00:00:00Z
people_290,Q101250870,Q101250870,Czech actor,1987-03-28T00:00:00Z
people_291,Q101259,Margrit Sartorius,German actress,1974-01-01T00:00:00Z
people_292,Q101267,Jule Ronstedt,German actress,1971-04-21T00:00:00Z
people_293,Q101288,Hannes Stöhr,German film director and screenwriter,1970-01-01T00:00:00Z
people_294,Q101345288,Ludovico Di Martino,Italian film director,1992-05-18T00:00:00Z
people_295,Q101381,Michael Roll,German actor,1961-04-29T00:00:00Z
people_296,Q101397,Hardy Krüger Jr.,German actor,1968-05-09T00:00:00Z
people_297,Q101410,François Fillon,prime minister of France (2007-2012),1954-03-04T00:00:00Z
people_298,Q101413236,Stela Chmelová,Czech actress,1981-01-13T00:00:00Z
people_299,Q101414708,Zara Leola,Indonesian singer and actress,2006-08-16T00:00:00Z
people_300,Q101417921,Alexander Bulkley,American animation producer and film director,
people_301,Q101423061,Anthony Schatteman,Belgian film director,1989-01-01T00:00:00Z
people_302,Q101429459,Michael Berry,American actor and filmmaker,
people_303,Q101429551,Nico Hiraga,American actor,1997-12-19T00:00:00Z
people_304,Q101437319,Gao Qiang,artist (born 1962),1962-01-01T00:00:00Z
people_305,Q101438768,Bertrand Poncet,actor,
people_306,Q101444744,Jordan Riber,zimbabwean-born Tanzanian filmmaker and sound engineer,
people_307,Q101466383,Mike Corbera,American filmmaker,
people_308,Q101467785,Rick Underhill,American filmmaker,
people_309,Q101471157,Ulrika Kotajná,Czech actress,1971-06-30T00:00:00Z
people_310,Q101495634,Meg Otanwa,Nigerian actress,
people_311,Q101503914,Lasisi Elenu,Nigerian comedian and actor,1991-04-20T00:00:00Z
people_312,Q101523943,Landall Goolsby,actor,
people_313,Q101524,Micaela Schäfer,German nude model and TV personality,1983-11-01T00:00:00Z
people_314,Q101528,Jan Schmidt-Garre,German film director,1962-06-18T00:00:00Z
people_315,Q101528973,Moses Ingram,American actress,1994-02-06T00:00:00Z
people_316,Q101537752,Pierre Barnérias,French director,1965-01-22T00:00:00Z
people_317,Q101542979,Ryszard Herba,Polish actor,1957-01-15T00:00:00Z
people_318,Q101552197,Marek Dědík,,1983-04-06T00:00:00Z
people_319,Q101552916,Helena Rovná,costume designer,
people_320,Q101583524,Eva Čížkovská,Czech actress,1965-10-11T00:00:00Z
people_321,Q101584055,Jason Iskandar,Indonesian film director,1991-02-01T00:00:00Z
people_322,Q101588992,Filip Čapka,Czech actor,1974-12-19T00:00:00Z
people_323,Q101590971,Patrik Böhm,Czech actor,1997-07-31T00:00:00Z
people_324,Q101591588,Petr Reif,,1978-10-01T00:00:00Z
people_325,Q101593819,Patrick Markes,Czech actor,1995-03-14T00:00:00Z
people_326,Q1015952,Poj Arnon,Thai film director,1965-12-31T00:00:00Z
people_327,Q101595208,Q101595208,Czech actress,1996-12-24T00:00:00Z
people_328,Q101595535,Martina Hekerová,Czech actress,1991-07-08T00:00:00Z
people_329,Q101595676,Drahomíra Stejskalová,Czech actress,1980-07-04T00:00:00Z
people_330,Q101596907,Antonio Šoposki,Czech actor,2002-07-25T00:00:00Z
people_331,Q101619031,Q101619031,Czech actress,1965-05-07T00:00:00Z
people_332,Q101619342,Natálie Drabiščáková,Czech actress,1973-09-13T00:00:00Z
people_333,Q101620331,Q101620331,Czech actor,1965-11-04T00:00:00Z
people_334,Q101620888,Lucie Kožinová,Czech actress,1969-09-07T00:00:00Z
people_335,Q101628150,Joep Vermolen,Dutch actor,
people_336,Q1016388,Burkely Duffield,Canadian actor,1992-08-09T00:00:00Z
people_337,Q1016435,Burkhard Feige,German film director and screenwriter,1972-01-01T00:00:00Z
people_338,Q101686,Katharina Koschny,German actress,1953-07-28T00:00:00Z
people_339,Q1016897,Burr Steers,"American actor, writer, film director",1965-10-08T00:00:00Z
people_340,Q101705,Gesche Tebbenhoff,German actress,1966-01-28T00:00:00Z
people_341,Q101720446,Abdellatif Chaouqi,Moroccan actor,1972-01-01T00:00:00Z
people_342,Q101734,Antje Nikola Mönning,German actress,1978-02-02T00:00:00Z
people_343,Q101768,Florian Stetter,German actor,1977-08-02T00:00:00Z
people_344,Q101778,Moritz Jahn,German actor and musician,1995-04-17T00:00:00Z
people_345,Q101779,Raban Bieling,German actor and voice actor,1993-06-01T00:00:00Z
people_346,Q101782,David Kramer,German actor,1978-07-15T00:00:00Z
people_347,Q101785568,Jaromír Tichý-Barin,Czech actor,1947-11-21T00:00:00Z
people_348,Q101786157,Zita Morávková,Czech actress,1971-11-24T00:00:00Z
people_349,Q101786406,Eva Kulichová-Hodinová,Czech actress,1964-09-02T00:00:00Z
people_350,Q101786739,Jaromír Hník,Czech actor,1943-03-13T00:00:00Z
people_351,Q101787191,Q101787191,Czech actress,1947-11-20T00:00:00Z
people_352,Q101797,Winona Ryder,American actress,1971-10-29T00:00:00Z
people_353,Q101806548,Chief Sielu,Samoan-born comedian and cultural ambassador,1961-08-20T00:00:00Z
people_354,Q101820915,Emily Peterson,actress,
people_355,Q1018220,Butz Ulrich Buse,German actor and screenwriter,1963-01-16T00:00:00Z
people_356,Q101828099,Paul Sambo,Nigerian actor,1976-01-27T00:00:00Z
people_357,Q101840,Franz Dinda,German actor,1983-03-25T00:00:00Z
people_358,Q101858331,Enrico Natale,American scientist,1982-11-30T00:00:00Z
people_359,Q1018699,Vidya Malvade,Indian actress,1972-03-02T00:00:00Z
people_360,Q101873663,Ana Fabrega,American comedian,1991-01-01T00:00:00Z
