movie_id,title,description,release_date,duration,year
Q1002251,Bug,2006 film directed by William Friedkin,2007-05-25T00:00:00Z,101.0,2007
Q1002251,Bug,2006 film directed by William Friedkin,2007-02-21T00:00:00Z,101.0,2007
Q1003220,Bukarest Fleisch,2007 film by Andy Fetscher,2007-01-01T00:00:00Z,87.0,2007
Q100450069,Ich. Immendorff,2007 documentary film by Nicola Graef,2007-01-01T00:00:00Z,98.0,2007
Q1005361,A Tale of Mari and Three Puppies,2007 film,2007-01-01T00:00:00Z,124.0,2007
Q1014049,Blind Mountain,2007 film by Li Yang,2007-05-20T00:00:00Z,102.0,2007
Q1017254,Buscando a Miguel,2007 film by Juan Fischer,2007-08-15T00:00:00Z,107.0,2007
Q102235,Harry Potter and the Order of the Phoenix,2007 film directed by David Yates,2007-07-20T00:00:00Z,133.0,2007
Q102235,Harry Potter and the Order of the Phoenix,2007 film directed by David Yates,2007-07-12T00:00:00Z,133.0,2007
Q102235,Harry Potter and the Order of the Phoenix,2007 film directed by David Yates,2007-07-11T00:00:00Z,133.0,2007
Q102235,Harry Potter and the Order of the Phoenix,2007 film directed by David Yates,2007-06-28T00:00:00Z,133.0,2007
Q10260902,Corrupção,2007 film by João Botelho,2007-01-01T00:00:00Z,90.0,2007
Q10263747,Daisy Diamond,2007 film by Simon Staho,2007-09-28T00:00:00Z,99.0,2007
Q10265557,Happy Desert (Deserto Feliz),2007 film by Paulo Caldas,2007-04-23T00:00:00Z,88.0,2007
Q1027087,Call Girl,2007 Portuguese film directed by António-Pedro Vasconcelos,2007-01-01T00:00:00Z,136.0,2007
Q1027302,Calling Hedy Lamarr,2006 documentary film directed by Georg Misch,2007-07-12T00:00:00Z,72.0,2007
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2007-07-06T00:00:00Z,93.0,2007
Q1029548,Chak De! India,2007 film directed by Shimit Amin,2007-08-10T00:00:00Z,152.0,2007
Q10296795,Ai no Kotodama,2007 film by Satoshi Kaneda,2007-01-01T00:00:00Z,72.0,2007
