movie_id,title,description,release_date,duration,year
Q100745823,Transeúntes,2015 film by Luis Aller,2015-01-01T00:00:00Z,101.0,2015
Q10307713,The Hunger Games: Mockingjay – Part 2,2015 film directed by Francis Lawrence,2015-11-26T00:00:00Z,137.0,2015
Q10307713,The Hunger Games: Mockingjay – Part 2,2015 film directed by Francis Lawrence,2015-11-20T00:00:00Z,137.0,2015
Q10307713,The Hunger Games: Mockingjay – Part 2,2015 film directed by Francis Lawrence,2015-11-19T00:00:00Z,137.0,2015
Q10307713,The Hunger Games: Mockingjay – Part 2,2015 film directed by Francis Lawrence,2015-11-18T00:00:00Z,137.0,2015
Q104038439,Cauet sur scène,stand-up comedy and talk show directed by Emmanuel Carriau,2015-06-02T00:00:00Z,124.0,2015
Q104502804,Oi gabroi tis Eftyhias,2015 Greek comedy film,2015-01-12T00:00:00Z,,2015
Q104816576,Torn - Strappati,2016 documentary film by Alessandro Gassmann,2015-09-09T00:00:00Z,,2015
Q10483256,A Pigeon Sat on a Branch Reflecting on Existence,2014 film directed by Roy Andersson,2015-03-19T00:00:00Z,101.0,2015
Q10483256,A Pigeon Sat on a Branch Reflecting on Existence,2014 film directed by Roy Andersson,2015-01-01T00:00:00Z,101.0,2015
Q104880622,"Charlie, Trevor and a Girl Savannah",2015 film directed by Ty Hodges,2015-06-19T00:00:00Z,,2015
Q104895650,Celebrity Ltd.,film directed by Miloslav Šmídmajer,2015-01-01T00:00:00Z,97.0,2015
Q104896839,Once Upon an Island,film directed by Steve Lichtag,2015-01-01T00:00:00Z,73.0,2015
Q104896951,Rumbling,film directed by Adolf Zika,2015-01-01T00:00:00Z,91.0,2015
Q104897195,Pinocchio,film directed by Štěpán Gajdoš,2015-01-01T00:00:00Z,96.0,2015
Q104897353,Das goldene Ufer,2015 film directed by Christoph Schrewe,2015-04-05T00:00:00Z,104.0,2015
Q104897706,"Zero, Zero",2018 film directed by Gyula Nemes,2015-09-24T00:00:00Z,83.0,2015
Q104897708,Amerika,film directed by Jan Foukal,2015-01-01T00:00:00Z,70.0,2015
Q104897955,Johancino tajemství,film directed by Juraj Nvota,2015-01-01T00:00:00Z,85.0,2015
Q1050105,"Torrente, the dumb arm of the law",1998 film by Santiago Segura,2015-04-16T00:00:00Z,97.0,2015
Q105046952,Host,2015 film directed by Jan Vardøen,2015-10-16T00:00:00Z,99.0,2015
Q106209394,Tsamo,2015 film,2015-04-17T00:00:00Z,92.0,2015
Q106359152,The Primary Instinct,2015 film by David Chen,2015-05-29T00:00:00Z,73.0,2015
Q106359152,The Primary Instinct,2015 film by David Chen,2015-04-26T00:00:00Z,73.0,2015
Q106719363,Happy Hour,2015 film by Franz Müller,2015-06-29T00:00:00Z,95.0,2015
Q106774329,Casper and Emma on Safari,2015 film directed by Arne Lindtner Næss,2015-09-04T00:00:00Z,83.0,2015
Q106807587,The Handout,2015 film directed by Micheline Lanctôt,2015-02-23T00:00:00Z,99.0,2015
Q107231115,Razor,2014 film directed by Alexey Belyakov,2015-01-01T00:00:00Z,15.0,2015
Q10858674,Big Eyes,2014 film by Tim Burton,2015-04-23T00:00:00Z,106.0,2015
Q10858674,Big Eyes,2014 film by Tim Burton,2015-03-05T00:00:00Z,106.0,2015
Q10858674,Big Eyes,2014 film by Tim Burton,2015-01-15T00:00:00Z,106.0,2015
Q108776159,Der weiße Äthiopier,2015 film directed by Tim Trageser,2015-01-01T00:00:00Z,111.0,2015
Q108908083,Anabel,2015 film directed by Antonio Trashorras,2015-10-11T00:00:00Z,75.0,2015
Q109076927,Village Escape. Love Affair,2015 film directed by Nurtas Adambay,2015-11-26T00:00:00Z,96.0,2015
Q110204709,Senza fiato,2015 film,2015-01-01T00:00:00Z,88.0,2015
