movie_id,title,description,release_date,duration,year
Q1002251,Bug,2006 film directed by William Friedkin,2006-01-01T00:00:00Z,101.0,2006
Q10041645,On the Mountain of Tai Hang,2005 Chinese film by Chen Jian,2006-06-19T00:00:00Z,117.0,2006
Q1015807,Cicak Man,2006 film directed by Yusry KRU,2006-01-01T00:00:00Z,107.0,2006
Q1018477,Bye bye Berlusconi!,2005 film by Jan Henrik Stahlberg,2006-03-30T00:00:00Z,89.0,2006
Q1018486,Bye Bye Blackbird,2005 film by Robinson Savary,2006-11-30T00:00:00Z,99.0,2006
Q1022379,C.R.A.Z.Y.,2005 film directed by Jean-Marc Vallée,2006-05-25T00:00:00Z,127.0,2006
Q1026732,Fade to Black,2006 film by Oliver Parker,2006-01-01T00:00:00Z,104.0,2006
Q1027302,Calling Hedy Lamarr,2006 documentary film directed by Georg Misch,2006-05-12T00:00:00Z,72.0,2006
Q10282320,Filme da Treta,2006 film by José Sacramento,2006-01-01T00:00:00Z,91.0,2006
Q1028596,Va a ser que nadie es perfecto,2006 film by Joaquín Oristrell,2006-10-27T00:00:00Z,100.0,2006
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2006-11-09T00:00:00Z,93.0,2006
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2006-06-03T00:00:00Z,93.0,2006
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2006-05-31T00:00:00Z,93.0,2006
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2006-01-12T00:00:00Z,93.0,2006
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2006-01-11T00:00:00Z,93.0,2006
Q1033396,Cannibal,2006 film by Marian Dora,2006-01-01T00:00:00Z,90.0,2006
Q10338974,Suely in the Sky,2006 film by Karim Aïnouz,2006-09-03T00:00:00Z,88.0,2006
Q10339344,The Greatest Love of All,2006 film by Carlos Diegues,2006-08-28T00:00:00Z,106.0,2006
Q10341850,The Twelve Labours,2006 film,2006-09-28T00:00:00Z,90.0,2006
Q10354438,Forbidden to Forbid,2006 film by Jorge Durán,2006-01-01T00:00:00Z,100.0,2006
Q10373342,Carnal Utopia,2006 film,2006-08-15T00:00:00Z,93.0,2006
Q10384049,Trair e Coçar é Só Começar,2006 film by Moacyr Góes,2006-08-25T00:00:00Z,92.0,2006
Q10392230,Viúva Rica Solteira Não Fica,2006 film by José Fonseca e Costa,2006-01-01T00:00:00Z,135.0,2006
Q10394435,Xuxa Gêmeas,2006 film by Jorge Fernando,2006-01-01T00:00:00Z,81.0,2006
Q10395386,Zuzu Angel,2006 film by Sérgio Rezende,2006-07-27T00:00:00Z,100.0,2006
Q10396004,Árido Movie,2006 film by Lírio Ferreira,2006-01-01T00:00:00Z,115.0,2006
Q1042145,Perhaps Love,2005 film by Peter Chan,2006-01-05T00:00:00Z,108.0,2006
Q10422114,Att göra en pudel,2006 film,2006-02-03T00:00:00Z,92.0,2006
Q10423994,Baba's Cars,2006 film by Rafael Edholm,2006-01-01T00:00:00Z,90.0,2006
Q1042731,Nada Sōsō,2006 film by Nobuhiro Doi,2006-09-30T00:00:00Z,118.0,2006
Q104494108,The Sounds of Silents,"2006 documentary film about Willy Sommerfeld, directed by Ilona Ziok",2006-05-14T00:00:00Z,80.0,2006
Q104494108,The Sounds of Silents,"2006 documentary film about Willy Sommerfeld, directed by Ilona Ziok",2006-01-01T00:00:00Z,80.0,2006
Q10468605,Den enskilde medborgaren,2006 film by Claes Eriksson,2006-01-01T00:00:00Z,104.0,2006
Q104894572,Rail Yard Blues,film directed by Pavel Göbl,2006-01-01T00:00:00Z,90.0,2006
Q104894644,Experti,2006 film directed by Karel Coma,2006-01-01T00:00:00Z,85.0,2006
Q104894842,Born Into Shit,film directed by Marcel Bystroň,2006-01-01T00:00:00Z,90.0,2006
Q1049095,Rent,2005 film by Chris Columbus,2006-04-13T00:00:00Z,135.0,2006
Q1050558,Catch a Fire,2006 film by Phillip Noyce,2006-09-02T00:00:00Z,98.0,2006
Q1051184,Diary,"2006 film by Danny Pang Phat, Oxide Pang Chun",2006-01-01T00:00:00Z,101.0,2006
Q1051702,Ultimate Avengers,2006 film by Curt Geda,2006-02-21T00:00:00Z,72.0,2006
Q1052682,The Keys to the House,2004 film by Gianni Amelio,2006-09-07T00:00:00Z,105.0,2006
Q10539546,Jane Bomb,2004 film by Mike Beck,2006-01-30T00:00:00Z,81.0,2006
Q10539546,Jane Bomb,2004 film by Mike Beck,2006-01-30T00:00:00Z,119.0,2006
