movie_id,title,description,release_date,duration,year
Q100255219,Lost in London,2017 Nigerian comedy film,2017-06-09T00:00:00Z,,2017
Q100271118,Kaccha Limbu,2017 film directed by Prasad Oak,2017-08-11T00:00:00Z,,2017
Q100398223,Justice,2017 film directed by Richard Gabai,2017-01-01T00:00:00Z,,2017
Q101245404,Fashion Designer s/o Ladies Tailor,2017 film directed by Vamsy,2017-06-02T00:00:00Z,,2017
Q102391022,Escape from room 18,short documentary film,2017-01-01T00:00:00Z,60.0,2017
Q10350033,Pirates of the Caribbean: Dead Men Tell no Tales,2017 film directed by Espen Sandberg and Joachim Rønning,2017-05-26T00:00:00Z,129.0,2017
Q10350033,Pirates of the Caribbean: Dead Men Tell no Tales,2017 film directed by Espen Sandberg and Joachim Rønning,2017-05-25T00:00:00Z,129.0,2017
Q10350033,Pirates of the Caribbean: Dead Men Tell no Tales,2017 film directed by Espen Sandberg and Joachim Rønning,2017-05-24T00:00:00Z,129.0,2017
Q10357564,8 hlav šílenství,2017 film,2017-01-01T00:00:00Z,107.0,2017
Q103983320,Jetzt.Nicht.,2017 film by Julia Keller,2017-11-09T00:00:00Z,90.0,2017
Q103983320,Jetzt.Nicht.,2017 film by Julia Keller,2017-01-01T00:00:00Z,90.0,2017
Q104136087,Belzebuth,2017 Mexican horror film,2017-10-14T00:00:00Z,115.0,2017
Q104428371,Double Date,2017 film by Benjamin Barfoot,2017-01-01T00:00:00Z,89.0,2017
Q104589294,Prebz and Dennis: The Movie,2017 film directed by Kaspar Synnevåg,2017-08-11T00:00:00Z,90.0,2017
Q104832984,Octobre blanc,2017 film directed by Christophe Raylat,2017-01-01T00:00:00Z,52.0,2017
Q104896856,The Goat Cure,film directed by Lenka Wimmerová,2017-01-01T00:00:00Z,69.0,2017
Q104897470,Zahradnictví: Rodinný prítel,film directed by Jan Hřebejk,2017-04-27T00:00:00Z,130.0,2017
Q104897475,Zahradnictví: Dezertér,film directed by Jan Hřebejk,2017-09-28T00:00:00Z,115.0,2017
Q104897476,Zahradnictví: Nápadník,film directed by Jan Hřebejk,2017-11-16T00:00:00Z,113.0,2017
Q104897682,Nejlepsí prítel,film directed by Karel Janák,2017-01-01T00:00:00Z,97.0,2017
Q105117959,Trio – Jakten på Olavsskrinet,2017 film directed by Eva Dahr,2017-02-17T00:00:00Z,77.0,2017
Q105662104,Al massimo ribasso,2017 film by Riccardo Jacopino,2017-01-01T00:00:00Z,,2017
Q106230980,To Hell and Back: The Kane Hodder Story,2017 film directed by Derek Dennis Herbert,2017-08-26T00:00:00Z,108.0,2017
Q106449851,The Sixth Time,2017 film directed by Maarit Lalli,2017-01-01T00:00:00Z,109.0,2017
