movie_id,title,description,release_date,duration,year
Q100361125,Furiosa: A Mad Max Saga,2024 film directed by George Miller,2024-05-24T00:00:00Z,148.0,2024
Q100361125,Furiosa: A Mad Max Saga,2024 film directed by George Miller,2024-05-23T00:00:00Z,148.0,2024
Q100361125,Furiosa: A Mad Max Saga,2024 film directed by George Miller,2024-05-15T00:00:00Z,148.0,2024
Q100452749,My First Film,2024 film by Zia Anger,2024-03-19T00:00:00Z,100.0,2024
Q101010925,Wonderland,South Korean film directed by Kim Tae-yong,2024-06-05T00:00:00Z,113.0,2024
Q101093410,Benediction,2021 film directed by Terence Davies,2024-03-06T00:00:00Z,137.0,2024
Q101093410,Benediction,2021 film directed by Terence Davies,2024-03-06T00:00:00Z,138.0,2024
Q101112656,The Brutalist,2024 film directed by Brady Corbet,2024-12-20T00:00:00Z,215.0,2024
Q101112656,The Brutalist,2024 film directed by Brady Corbet,2024-09-01T00:00:00Z,215.0,2024
Q101245186,Rendel 2: Cycle of Revenge,2024 film directed by Jesse Haaja,2024-06-21T00:00:00Z,99.0,2024
Q101245261,"Jump, Darling",2020 film directed by Phil Connell,2024-01-19T00:00:00Z,90.0,2024
Q102180106,Deadpool & Wolverine,2024 Marvel Studios film by Shawn Levy,2024-11-08T00:00:00Z,128.0,2024
Q102180106,Deadpool & Wolverine,2024 Marvel Studios film by Shawn Levy,2024-07-26T00:00:00Z,128.0,2024
Q102180106,Deadpool & Wolverine,2024 Marvel Studios film by Shawn Levy,2024-07-25T00:00:00Z,128.0,2024
Q102180106,Deadpool & Wolverine,2024 Marvel Studios film by Shawn Levy,2024-07-24T00:00:00Z,128.0,2024
Q104144784,Reagan,2024 film directed by Sean McNamara,2024-08-30T00:00:00Z,135.0,2024
Q104218405,570,film directed by Ashraf Shishir,2024-08-15T00:00:00Z,,2024
Q104861381,Long Distance,2024 film directed by Josh Gordon and Will Speck,2024-07-12T00:00:00Z,,2024
Q104873310,Linoleum,2022 film directed by Colin West,2024-02-15T00:00:00Z,101.0,2024
Q104876047,Cobweb,2023 film by Samuel Bodin,2024-05-02T00:00:00Z,88.0,2024
Q104898525,Waves,2024 film directed by Jiří Mádl,2024-08-15T00:00:00Z,131.0,2024
Q104898525,Waves,2024 film directed by Jiří Mádl,2024-08-01T00:00:00Z,131.0,2024
Q104898525,Waves,2024 film directed by Jiří Mádl,2024-07-01T00:00:00Z,131.0,2024
Q105095126,Vindication Swim,2024 film directed by Elliott Hasler,2024-03-08T00:00:00Z,,2024
Q105393825,Altered Reality,2024 film directed by Don E. FauntLeRoy,2024-02-16T00:00:00Z,,2024
Q105605646,This City is a Battlefield,2025 film by Mouly Surya,2024-02-08T00:00:00Z,,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-12-06T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-12-05T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-11-21T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-11-14T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-24T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-17T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-04T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-03T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-04-11T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-04-04T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-03-20T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-03-15T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-02-08T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-02-02T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-25T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-18T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-04T00:00:00Z,120.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-12-06T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-12-05T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-11-21T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-11-14T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-24T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-17T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-04T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-10-03T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-04-11T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-04-04T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-03-20T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-03-15T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-02-08T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-02-02T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-25T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-18T00:00:00Z,121.0,2024
Q105702073,White Bird: A Wonder Story,2023 film directed by Marc Forster,2024-01-04T00:00:00Z,121.0,2024
Q105710372,I.S.S.,2023 film directed by Gabriela Cowperthwaite,2024-01-19T00:00:00Z,95.0,2024
Q105820921,Blood,2022 film,2024-11-03T00:00:00Z,108.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-18T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-17T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-12T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-05T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-04T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-03-11T00:00:00Z,113.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-18T00:00:00Z,119.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-17T00:00:00Z,119.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-12T00:00:00Z,119.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-05T00:00:00Z,119.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-04-04T00:00:00Z,119.0,2024
Q105952623,Monkey Man,2024 film directed by Dev Patel,2024-03-11T00:00:00Z,119.0,2024
Q105998990,The Three Musketeers: Milady,2023 film directed by Martin Bourboulon,2024-03-07T00:00:00Z,115.0,2024
Q106010101,American Dreamer,2022 film directed by Paul Dektor,2024-03-08T00:00:00Z,,2024
