movie_id,title,description,release_date,duration,year
Q1001863,Chronicle of an Escape,2005 film by Adrián Caetano,2005-01-01T00:00:00Z,103.0,2005
Q1001863,Chronicle of an Escape,2005 film by Adrián Caetano,2005-01-01T00:00:00Z,105.0,2005
Q10041645,On the Mountain of Tai Hang,2005 Chinese film by Chen Jian,2005-08-15T00:00:00Z,117.0,2005
Q1004710,The River King,2005 film by Nick Willing,2005-01-01T00:00:00Z,99.0,2005
Q101189470,Ashes and Snow,2005 film directed by Gregory Colbert,2005-01-01T00:00:00Z,62.0,2005
Q101436972,50 Cent: Refuse 2 Die,"2005 film directed by Mike Corbera, Rick Underhill",2005-11-08T00:00:00Z,82.0,2005
Q1015942,Turtles Are Surprisingly Fast Swimmers,2005 film by Satoshi Miki,2005-07-02T00:00:00Z,90.0,2005
Q1018477,Bye bye Berlusconi!,2005 film by Jan Henrik Stahlberg,2005-01-01T00:00:00Z,89.0,2005
Q1018486,Bye Bye Blackbird,2005 film by Robinson Savary,2005-05-15T00:00:00Z,99.0,2005
Q1018486,Bye Bye Blackbird,2005 film by Robinson Savary,2005-01-01T00:00:00Z,99.0,2005
Q102225,Harry Potter and the Goblet of Fire,2005 film directed by Mike Newell,2005-11-30T00:00:00Z,151.0,2005
Q102225,Harry Potter and the Goblet of Fire,2005 film directed by Mike Newell,2005-11-18T00:00:00Z,151.0,2005
Q102225,Harry Potter and the Goblet of Fire,2005 film directed by Mike Newell,2005-11-16T00:00:00Z,151.0,2005
Q102225,Harry Potter and the Goblet of Fire,2005 film directed by Mike Newell,2005-11-06T00:00:00Z,151.0,2005
Q1022379,C.R.A.Z.Y.,2005 film directed by Jean-Marc Vallée,2005-05-27T00:00:00Z,127.0,2005
Q102389909,Shadows of the Deceased,Czech 2005 war film,2005-01-01T00:00:00Z,126.0,2005
Q10261480,Delicate Crime,2005 film by Beto Brant,2005-09-11T00:00:00Z,87.0,2005
Q1027175,The Wedding Date,2005 film directed by Clare Kilner,2005-01-01T00:00:00Z,86.0,2005
Q1027834,The Cave,2005 film directed by Bruce Hunt,2005-08-26T00:00:00Z,97.0,2005
Q1028206,Lucky 13,2005 film,2005-01-01T00:00:00Z,95.0,2005
Q10287994,Gaijin - Ama-me Como Sou,2005 film by Tizuka Yamasaki,2005-09-02T00:00:00Z,130.0,2005
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2005-08-26T00:00:00Z,93.0,2005
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2005-08-18T00:00:00Z,93.0,2005
Q10288958,George Michael: A Different Story,2005 film by Southan Morris,2005-02-19T00:00:00Z,93.0,2005
Q1029510,Kamen Rider Hibiki & The Seven Senki,2005 film by Tarō Sakamoto,2005-09-03T00:00:00Z,90.0,2005
Q1029789,Camp Cuddly Pines Powertool Massacre,2005 film by Jonathan Morgan,2005-01-01T00:00:00Z,151.0,2005
Q1030508,Max Steel: Forces of Nature,2005 film by Sean Sullivan,2005-01-01T00:00:00Z,52.0,2005
Q10307637,Jogo Subterrâneo,2005 film,2005-04-01T00:00:00Z,109.0,2005
Q1031257,Empire of the Wolves,2005 film directed by Chris Nahon,2005-01-01T00:00:00Z,123.0,2005
Q10339136,The Fatalist,2005 film by João Botelho,2005-01-01T00:00:00Z,99.0,2005
Q10339154,The End and the Beginning,2005 film by Eduardo Coutinho,2005-01-01T00:00:00Z,110.0,2005
Q10339247,The Man Who Copied,2003 film by Jorge Furtado,2005-09-01T00:00:00Z,123.0,2005
Q10387384,A Shot in the Dark,2005 film by Leonel Vieira,2005-01-01T00:00:00Z,105.0,2005
Q10397251,27 sekundmeter snö,2005 film,2005-01-01T00:00:00Z,180.0,2005
Q10420531,Asta Nilsson's Company,2005 film by Marie-Louise Ekman,2005-04-15T00:00:00Z,81.0,2005
Q10420531,Asta Nilsson's Company,2005 film by Marie-Louise Ekman,2005-02-05T00:00:00Z,81.0,2005
Q1042145,Perhaps Love,2005 film by Peter Chan,2005-12-23T00:00:00Z,108.0,2005
Q1042145,Perhaps Love,2005 film by Peter Chan,2005-12-08T00:00:00Z,108.0,2005
Q1042145,Perhaps Love,2005 film by Peter Chan,2005-12-01T00:00:00Z,108.0,2005
Q1042145,Perhaps Love,2005 film by Peter Chan,2005-09-10T00:00:00Z,108.0,2005
Q1042145,Perhaps Love,2005 film by Peter Chan,2005-09-01T00:00:00Z,108.0,2005
Q1045388,Night Watch,2004 film by Timur Bekmambetov,2005-09-02T00:00:00Z,115.0,2005
Q1045388,Night Watch,2004 film by Timur Bekmambetov,2005-09-01T00:00:00Z,115.0,2005
Q10465267,New York Doll,2005 film by Greg Whiteley,2005-01-01T00:00:00Z,,2005
Q1046841,Vanity Fair,2004 film directed by Mira Nair,2005-03-31T00:00:00Z,141.0,2005
Q104856229,Once Upon a Mattress,2005 TV film,2005-01-01T00:00:00Z,,2005
Q104894628,Beethoven's Hair,film directed by Larry Weinstein,2005-01-01T00:00:00Z,90.0,2005
Q104894696,Psí kus,film directed by Mirek Balajka,2005-01-01T00:00:00Z,79.0,2005
Q104895146,Run with Fear,film directed by Lloyd A. Simandl,2005-01-01T00:00:00Z,96.0,2005
Q1049095,Rent,2005 film by Chris Columbus,2005-01-01T00:00:00Z,135.0,2005
Q10500605,Four Weeks in June,2005 film by Henry Meyer,2005-01-01T00:00:00Z,100.0,2005
Q10509989,Gröna gubbar från Y.R.,1986 film by Hans Hatwig,2005-07-27T00:00:00Z,85.0,2005
Q10518329,Harrys döttrar,2005 film by Richard Hobert,2005-01-01T00:00:00Z,106.0,2005
Q10539546,Jane Bomb,2004 film by Mike Beck,2005-03-04T00:00:00Z,81.0,2005
Q10539546,Jane Bomb,2004 film by Mike Beck,2005-03-04T00:00:00Z,119.0,2005
Q10546874,The Chef,Swedish 2005 film directed by Mats Arehn,2005-02-25T00:00:00Z,116.0,2005
Q10546874,The Chef,Swedish 2005 film directed by Mats Arehn,2005-01-28T00:00:00Z,116.0,2005
Q10566476,Winners and Losers,Swedish 2005 film by Kjell Sundvall,2005-01-01T00:00:00Z,,2005
Q1056740,Romanzo Criminale,2005 film by Michele Placido,2005-09-30T00:00:00Z,152.0,2005
Q1057774,Noriko's Dinner Table,2005 film by Sion Sono,2005-01-01T00:00:00Z,159.0,2005
Q1057951,Persona non grata,2005 film directed by Krzysztof Zanussi,2005-01-01T00:00:00Z,113.0,2005
Q1058019,Gente di Roma,2003 film by Ettore Scola,2005-01-20T00:00:00Z,100.0,2005
Q1058146,Monamour,2005 film by Tinto Brass,2005-01-01T00:00:00Z,98.0,2005
Q10600955,Nina's Journey,2005 film by Lena Einhorn,2005-11-04T00:00:00Z,120.0,2005
Q1062533,Chaos,2005 film by Tony Giglio,2005-12-15T00:00:00Z,106.0,2005
Q10632368,Pistvakt,2005 film directed by Stephan Apelgren,2005-10-07T00:00:00Z,91.0,2005
Q1064838,The Family Stone,2005 film directed by Thomas Bezucha,2005-12-16T00:00:00Z,99.0,2005
Q1064838,The Family Stone,2005 film directed by Thomas Bezucha,2005-12-15T00:00:00Z,99.0,2005
Q1064838,The Family Stone,2005 film directed by Thomas Bezucha,2005-01-01T00:00:00Z,99.0,2005
Q1066199,Linda Linda Linda,2005 film by Nobuhiro Yamashita,2005-07-23T00:00:00Z,114.0,2005
Q10673456,Som man bäddar...,2005 film by Maria Essén,2005-01-01T00:00:00Z,,2005
Q10678056,One Step Behind,2005 film by Birger Larsen,2005-06-26T00:00:00Z,101.0,2005
Q10680449,Stockholm Boogie,2005 film by John Lindgren,2005-01-01T00:00:00Z,,2005
Q106819,Veer-Zaara,2004 film directed by Yash Chopra,2005-06-02T00:00:00Z,190.0,2005
Q10682503,Styckmordet,2005 Swedish drama documentary film directed by Claes J.B. Löfgren,2005-05-14T00:00:00Z,,2005
Q1070030,Break Through!,2005 film by Kazuyuki Izutsu,2005-01-01T00:00:00Z,118.0,2005
Q10712545,Carambole,2005 film by Daniel Lind Lagerlöf,2005-08-19T00:00:00Z,102.0,2005
Q10712547,Münsters fall,2005 film by Rickard Petrelius,2005-01-01T00:00:00Z,,2005
Q10713967,Venice Underground,2005 film directed by Eric DelaBarre,2005-01-01T00:00:00Z,93.0,2005
Q1073297,Kontroll,2003 film directed by Nimród Antal,2005-02-10T00:00:00Z,106.0,2005
Q1073297,Kontroll,2003 film directed by Nimród Antal,2005-01-14T00:00:00Z,106.0,2005
Q107756265,A Little Kiss,2005 film directed by Bahman Farmanara,2005-01-01T00:00:00Z,100.0,2005
Q10822396,Angel of the Lord,2005 Czech fantasy comedy film,2005-11-03T00:00:00Z,90.0,2005
Q1082924,Sky Fighters,2005 film by Gérard Pirès,2005-01-01T00:00:00Z,102.0,2005
Q10855467,Negotiator,2005 film by Katsuyuki Motohiro,2005-01-01T00:00:00Z,,2005
Q10855998,Wedding Campaign,2005 film,2005-11-23T00:00:00Z,,2005
Q10863644,Zoo,"2005 film directed by Masaki Adachi, Ryu Kaneda, Hiroshi Ando, Junpei Mizusaki, Komiya Masatetsu",2005-01-01T00:00:00Z,,2005
Q1087741,Chromophobia,2005 film by Martha Fiennes,2005-05-21T00:00:00Z,136.0,2005
Q1089183,The Lost Angel,2005 film,2005-01-01T00:00:00Z,99.0,2005
Q10967433,The Seventh Sense,2005 film by Ahmed Mekky,2005-01-01T00:00:00Z,110.0,2005
Q1100832,Mortadelo & Filemon: The Big Adventure,2003 film by Javier Fesser,2005-02-10T00:00:00Z,88.0,2005
Q11016734,Abu Ali,2005 film by Ahmed Nader Galal,2005-01-01T00:00:00Z,,2005
Q1102366,Close,2004 film by Marcus Lenz,2005-10-06T00:00:00Z,90.0,2005
Q1104158,Coach Carter,2005 film directed by Thomas Carter,2005-04-07T00:00:00Z,136.0,2005
Q1104158,Coach Carter,2005 film directed by Thomas Carter,2005-01-14T00:00:00Z,136.0,2005
Q1105584,Code 46,2003 film directed by Michael Winterbottom,2005-03-03T00:00:00Z,92.0,2005
Q11098726,Sehar,2005 film by Kabeer Kaushik,2005-01-01T00:00:00Z,125.0,2005
Q11104558,Aisa Kyon Hota Hai,2006 Hindi film,2005-01-01T00:00:00Z,,2005
Q1110550,Off Beat,2004 film by Hendrik Hölzemann,2005-02-03T00:00:00Z,100.0,2005
Q1113329,Comandante,2003 film directed by Oliver Stone,2005-01-13T00:00:00Z,99.0,2005
Q111820544,Doblba!,2005 film directed by Petr Vachler,2005-09-29T00:00:00Z,112.0,2005
Q11187761,Ronda nocturna,2005 film by Edgardo Cozarinsky,2005-01-01T00:00:00Z,81.0,2005
Q11188437,Christmas in August,2005 film by Shunichi Nagasaki,2005-01-01T00:00:00Z,,2005
Q1120732,The Beast in the Heart,2005 film directed by Cristina Comencini,2005-01-01T00:00:00Z,120.0,2005
Q1123917,Prime,2005 film directed by Ben Younger,2005-01-01T00:00:00Z,105.0,2005
Q1124080,Hide and Seek,2005 film directed by John Polson,2005-04-07T00:00:00Z,101.0,2005
Q1124080,Hide and Seek,2005 film directed by John Polson,2005-01-01T00:00:00Z,101.0,2005
Q1125223,Confessions of a Pit Fighter,2005 film by Art Camacho,2005-01-01T00:00:00Z,95.0,2005
Q1126097,Pusher II,2004 film by Nicolas Winding Refn,2005-09-16T00:00:00Z,100.0,2005
Q112616,Words in Blue,2005 film by Alain Corneau,2005-01-01T00:00:00Z,115.0,2005
Q11278322,Madamada Abunai Deka,2005 film directed by Kunio Torii,2005-01-01T00:00:00Z,108.0,2005
Q1128194,Gruesome School Trip,2005 film by Pieter Kuijpers,2005-01-01T00:00:00Z,96.0,2005
Q112831,Colour Me Kubrick,2005 film by Brian W. Cook,2005-10-06T00:00:00Z,86.0,2005
Q1129449,Conversations with Other Women,2005 film by Hans Canosa,2005-01-01T00:00:00Z,84.0,2005
Q11301625,The Whispering of the Gods,2005 film by Tatsushi Ōmori,2005-01-01T00:00:00Z,107.0,2005
Q1130297,Into the Blue,2005 film by John Stockwell,2005-09-30T00:00:00Z,110.0,2005
