movie_id,title,description,release_date,duration,year
Q10037462,"Que sera, sera",2002 film by Murilo Salles,2002-06-01T00:00:00Z,90.0,2002
Q10037462,"Que sera, sera",2002 film by Murilo Salles,2002-01-01T00:00:00Z,90.0,2002
Q100699493,Ich schenk dir einen Seitensprung,2002 film directed by Dominikus Probst,2002-01-01T00:00:00Z,86.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-12-04T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-29T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-28T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-23T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-22T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-15T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-14T00:00:00Z,161.0,2002
Q102244,Harry Potter and the Chamber of Secrets,2002 film directed by Chris Columbus,2002-11-03T00:00:00Z,161.0,2002
Q1024838,Cabin Fever,2002 film directed by Eli Roth,2002-09-14T00:00:00Z,93.0,2002
Q10275307,Esquece Tudo O Que Te Disse,2002 film by António Ferreira,2002-01-01T00:00:00Z,108.0,2002
Q1033868,Second Name,2002 film by Paco Plaza,2002-11-15T00:00:00Z,93.0,2002
Q10338986,O Delfim,2002 film by Fernando Lopes,2002-01-01T00:00:00Z,88.0,2002
Q10339135,O Fato Completo Ou À Procura De Alberto,2002 film by Inês de Medeiros,2002-01-01T00:00:00Z,70.0,2002
Q10339275,The Trespasser,2002 film by Beto Brant,2002-01-01T00:00:00Z,97.0,2002
Q10339649,O Príncipe,2002 film by Ugo Giorgetti,2002-01-01T00:00:00Z,102.0,2002
Q10359598,A.B.C.D.T.O.P.O.L.,2002 film by Filip Remunda,2002-11-27T00:00:00Z,78.0,2002
Q10381825,The Stickup,2002 film by Rowdy Herrington,2002-01-01T00:00:00Z,97.0,2002
Q1041689,All or Nothing,2002 film by Mike Leigh,2002-11-13T00:00:00Z,128.0,2002
Q1041689,All or Nothing,2002 film by Mike Leigh,2002-10-18T00:00:00Z,128.0,2002
Q1041689,All or Nothing,2002 film by Mike Leigh,2002-01-01T00:00:00Z,128.0,2002
Q10438881,CKY4: The Latest & Greatest,2002 film by Bam Margera,2002-01-01T00:00:00Z,,2002
Q10475873,Don Juan,2002 film by Stein Winge,2002-01-01T00:00:00Z,,2002
Q104760819,Phulkumar,2002 Bangladeshi film,2002-06-12T00:00:00Z,58.0,2002
Q1047872,The Adventures of Picasso,1978 Swedish comedy film directed by Tage Danielsson,2002-01-27T00:00:00Z,109.0,2002
Q1048846,The Sum of All Fears,2002 film by Phil Alden Robinson,2002-08-08T00:00:00Z,119.0,2002
Q1048846,The Sum of All Fears,2002 film by Phil Alden Robinson,2002-05-31T00:00:00Z,119.0,2002
Q1048846,The Sum of All Fears,2002 film by Phil Alden Robinson,2002-05-29T00:00:00Z,119.0,2002
Q104893624,Na psí knízku,film directed by František Filip,2002-01-01T00:00:00Z,75.0,2002
Q104893632,Omega Force,film directed by Lloyd A. Simandl,2002-01-01T00:00:00Z,92.0,2002
Q104894562,Jak chutnà láska,2002 film directed by Jana Semschová,2002-01-01T00:00:00Z,65.0,2002
Q104895753,Treasure Kingdom,film directed by Lloyd A. Simandl,2002-01-01T00:00:00Z,94.0,2002
Q104897465,"Den, kdy nevyslo slunce",film directed by Jitka Němcová,2002-01-01T00:00:00Z,80.0,2002
Q104898550,Brouk v hlave,film directed by Zdeněk Zelenka,2002-01-01T00:00:00Z,93.0,2002
Q1049139,Spy Game,2001 film directed by Tony Scott,2002-03-14T00:00:00Z,121.0,2002
Q1049916,Divine Secrets of the Ya-Ya Sisterhood,2002 film by Callie Khouri,2002-10-31T00:00:00Z,112.0,2002
Q1049916,Divine Secrets of the Ya-Ya Sisterhood,2002 film by Callie Khouri,2002-06-03T00:00:00Z,112.0,2002
Q105047385,Balnearios,2002 film directed by Mariano Llinás,2002-01-01T00:00:00Z,80.0,2002
Q10526526,Hot Dog,2002 Swedish drama film directed by Alexandra-Therese Keining,2002-01-01T00:00:00Z,,2002
Q105624,The Bourne Identity,2002 film directed by Doug Liman,2002-09-26T00:00:00Z,119.0,2002
Q105624,The Bourne Identity,2002 film directed by Doug Liman,2002-06-14T00:00:00Z,119.0,2002
Q105624,The Bourne Identity,2002 film directed by Doug Liman,2002-06-12T00:00:00Z,119.0,2002
Q105624,The Bourne Identity,2002 film directed by Doug Liman,2002-06-06T00:00:00Z,119.0,2002
